대지위치,연면적,주용도코드,주용도코드명,사용승인일,건물노후도,address,latitude,longitude
인천광역시 부평구 부평동 10-462번지,333.02,02000,공동주택,2001-06-11,244,인천광역시 부평구 부평동 10-462번지,37.5058086,126.7300675
인천광역시 부평구 부평동 10-462번지,4.2,01000,단독주택,1977-11-04,529,인천광역시 부평구 부평동 10-462번지,37.5058086,126.7300675
인천광역시 부평구 부평동 10-463번지,329.58,01000,단독주택,1993-10-05,336,인천광역시 부평구 부평동 10-463번지,37.5052964,126.7298624
인천광역시 부평구 부평동 10-465번지,403.49,01000,단독주택,1994-07-29,327,인천광역시 부평구 부평동 10-465번지,37.5052883,126.7300359
인천광역시 부평구 부평동 10-466번지,336.01,01000,단독주택,1992-09-23,349,인천광역시 부평구 부평동 10-466번지,37.5052641,126.730389
인천광역시 부평구 부평동 10-468번지,1.44,01000,단독주택,1992-09-23,349,인천광역시 부평구 부평동 10-468번지,37.5052482,126.730673
인천광역시 부평구 부평동 10-470번지,4.2,01000,단독주택,1977-08-24,530,인천광역시 부평구 부평동 10-470번지,37.5050688,126.7300216
인천광역시 부평구 부평동 10-472번지,214.92,01000,단독주택,1990-11-20,373,인천광역시 부평구 부평동 10-472번지,37.5048101,126.7296342
인천광역시 부평구 부평동 10-474번지,701.85,02000,공동주택,2013-01-30,105,인천광역시 부평구 부평동 10-474번지,37.5047753,126.7300551
인천광역시 부평구 부평동 10-475번지,216.96,01000,단독주택,1990-12-18,374,인천광역시 부평구 부평동 10-475번지,37.5050576,126.7303731
인천광역시 부평구 부평동 10-477번지,67.1,01000,단독주택,1977-09-16,529,인천광역시 부평구 부평동 10-477번지,37.50504,126.7306615
인천광역시 부평구 부평동 10-480번지,260.01,01000,단독주택,1993-11-22,337,인천광역시 부평구 부평동 10-480번지,37.505128,126.7297215
인천광역시 부평구 부평동 10-481번지,4.2,01000,단독주택,1977-09-01,529,인천광역시 부평구 부평동 10-481번지,37.505078,126.7298469
인천광역시 부평구 부평동 10-482번지,4.2,01000,단독주택,1977-09-07,529,인천광역시 부평구 부평동 10-482번지,37.5050004,126.7297269
인천광역시 부평구 부평동 10-483번지,198.42,01000,단독주택,1993-10-06,336,인천광역시 부평구 부평동 10-483번지,37.5049716,126.7298395
인천광역시 부평구 부평동 10-484번지,66.35,01000,단독주택,1977-09-01,529,인천광역시 부평구 부평동 10-484번지,37.5050628,126.7301571
인천광역시 부평구 부평동 10-485번지,241.4,01000,단독주택,2017-09-07,49,인천광역시 부평구 부평동 10-485번지,37.5049575,126.7301474
인천광역시 부평구 부평동 10-486번지,4.2,01000,단독주택,1977-08-24,530,인천광역시 부평구 부평동 10-486번지,37.5049612,126.7300144
인천광역시 부평구 부평동 10-487번지,274.5,01000,단독주택,1996-05-27,305,인천광역시 부평구 부평동 10-487번지,37.5047986,126.729793
인천광역시 부평구 부평동 10-488번지,76.92,01000,단독주택,1977-09-30,529,인천광역시 부평구 부평동 10-488번지,37.5047119,126.7297878
인천광역시 부평구 부평동 10-489번지,74.67,01000,단독주택,1978-01-11,525,인천광역시 부평구 부평동 10-489번지,37.5046999,126.7296721
인천광역시 부평구 부평동 10-490번지,68.76,01000,단독주택,1977-09-01,529,인천광역시 부평구 부평동 10-490번지,37.50461,126.7296857
인천광역시 부평구 부평동 10-491번지,4.2,01000,단독주택,1977-08-01,530,인천광역시 부평구 부평동 10-491번지,37.504575,126.7297982
인천광역시 부평구 부평동 10-492번지,276.29,01000,단독주택,2016-03-21,67,인천광역시 부평구 부평동 10-492번지,37.5044849,126.7296748
인천광역시 부평구 부평동 10-493번지,291.82,01000,단독주택,2012-02-10,116,인천광역시 부평구 부평동 10-493번지,37.5044615,126.7297883
인천광역시 부평구 부평동 10-495번지,240.33,01000,단독주택,1990-09-27,373,인천광역시 부평구 부평동 10-495번지,37.5046662,126.7301267
인천광역시 부평구 부평동 10-496번지,67.34,01000,단독주택,1977-08-04,530,인천광역시 부평구 부평동 10-496번지,37.5046712,126.7299856
인천광역시 부평구 부평동 10-497번지,4.2,01000,단독주택,1977-08-24,530,인천광역시 부평구 부평동 10-497번지,37.5045637,126.7299798
인천광역시 부평구 부평동 10-498번지,759.37,02000,공동주택,2015-08-06,74,인천광역시 부평구 부평동 10-498번지,37.5044965,126.7301166
인천광역시 부평구 부평동 10-501번지,204.48,01000,단독주택,1996-01-26,309,인천광역시 부평구 부평동 10-501번지,37.5050548,126.7304962
인천광역시 부평구 부평동 10-502번지,222.51,01000,단독주택,1997-09-20,289,인천광역시 부평구 부평동 10-502번지,37.5049489,126.7304894
인천광역시 부평구 부평동 10-503번지,226.305,01000,단독주택,2000-11-01,253,인천광역시 부평구 부평동 10-503번지,37.5049531,126.730367
인천광역시 부평구 부평동 10-504번지,4.2,01000,단독주택,1977-08-24,530,인천광역시 부평구 부평동 10-504번지,37.5048491,126.7303607
인천광역시 부평구 부평동 10-505번지,4.2,01000,단독주택,1977-08-04,530,인천광역시 부평구 부평동 10-505번지,37.5048445,126.7304826
인천광역시 부평구 부평동 10-506번지,64.92,01000,단독주택,1977-08-04,530,인천광역시 부평구 부평동 10-506번지,37.5047404,126.7304759
인천광역시 부평구 부평동 10-507번지,4.2,01000,단독주택,1977-09-01,529,인천광역시 부평구 부평동 10-507번지,37.5047446,126.7303547
인천광역시 부평구 부평동 10-508번지,4.2,01000,단독주택,1977-09-01,529,인천광역시 부평구 부평동 10-508번지,37.5046397,126.7303485
인천광역시 부평구 부평동 10-509번지,4.2,01000,단독주택,1977-08-04,530,인천광역시 부평구 부평동 10-509번지,37.5046357,126.7304691
인천광역시 부평구 부평동 10-510번지,4.2,01000,단독주택,1977-08-04,530,인천광역시 부평구 부평동 10-510번지,37.5045322,126.730462
인천광역시 부평구 부평동 10-511번지,235.4,01000,단독주택,1993-12-09,338,인천광역시 부평구 부평동 10-511번지,37.5045352,126.7303417
인천광역시 부평구 부평동 10-512번지,155.36,04000,제2종근린생활시설,1977-08-24,530,인천광역시 부평구 부평동 10-512번지,37.5044254,126.7303362
인천광역시 부평구 부평동 10-513번지,72.9,04000,제2종근린생활시설,2005-06-08,196,인천광역시 부평구 부평동 10-513번지,37.5044218,126.7304551
인천광역시 부평구 부평동 10-514번지,494.7,03000,제1종근린생활시설,1992-12-11,350,인천광역시 부평구 부평동 10-514번지,37.5050344,126.7307801
인천광역시 부평구 부평동 10-515번지,494.12,03000,제1종근린생활시설,1992-08-27,350,인천광역시 부평구 부평동 10-515번지,37.5049317,126.7307739
인천광역시 부평구 부평동 10-516번지,64.57,01000,단독주택,1977-08-01,530,인천광역시 부평구 부평동 10-516번지,37.5049363,126.730655
인천광역시 부평구 부평동 10-517번지,64.57,01000,단독주택,1977-08-04,530,인천광역시 부평구 부평동 10-517번지,37.5048319,126.7306488
인천광역시 부평구 부평동 10-518번지,494.48,03000,제1종근린생활시설,1992-09-07,349,인천광역시 부평구 부평동 10-518번지,37.5048278,126.7307679
인천광역시 부평구 부평동 10-519번지,493.4639,03000,제1종근린생활시설,1992-12-22,350,인천광역시 부평구 부평동 10-519번지,37.5047226,126.7307614
인천광역시 부평구 부평동 10-520번지,67.1,01000,단독주택,1977-10-24,528,인천광역시 부평구 부평동 10-520번지,37.5047276,126.7306422
인천광역시 부평구 부평동 10-521번지,67.1,01000,단독주택,1977-10-24,528,인천광역시 부평구 부평동 10-521번지,37.5046224,126.7306354
인천광역시 부평구 부평동 10-522번지,493.4578,01000,단독주택,1992-12-22,350,인천광역시 부평구 부평동 10-522번지,37.5046179,126.7307547
인천광역시 부평구 부평동 10-523번지,1496.7,03000,제1종근린생활시설,1993-07-22,339,인천광역시 부평구 부평동 10-523번지,37.504514,126.7307484
인천광역시 부평구 부평동 10-525번지,378.59,04000,제2종근린생활시설,1993-07-19,339,인천광역시 부평구 부평동 10-525번지,37.5044095,126.7306219
인천광역시 부평구 부평동 10-527번지,220.36,01000,단독주택,1988-11-28,397,인천광역시 부평구 부평동 10-527번지,37.5063565,126.7299337
인천광역시 부평구 부평동 10-528번지,199.02,01000,단독주택,1991-08-08,362,인천광역시 부평구 부평동 10-528번지,37.5062332,126.7299247
인천광역시 부평구 부평동 10-530번지,198.48,01000,단독주택,1991-11-16,361,인천광역시 부평구 부평동 10-530번지,37.5061281,126.7298152
인천광역시 부평구 부평동 10-531번지,224.04,01000,단독주택,1988-11-04,397,인천광역시 부평구 부평동 10-531번지,37.506097,126.7299159
인천광역시 부평구 부평동 10-532번지,230.85,01000,단독주택,1993-05-27,341,인천광역시 부평구 부평동 10-532번지,37.5059975,126.7299098
인천광역시 부평구 부평동 10-533번지,2.0,01000,단독주택,1988-08-05,398,인천광역시 부평구 부평동 10-533번지,37.5060134,126.729788
인천광역시 부평구 부평동 10-534번지,163.64,01000,단독주택,1989-07-31,387,인천광역시 부평구 부평동 10-534번지,37.5063257,126.7302252
인천광역시 부평구 부평동 10-535번지,4.2,01000,단독주택,1977-09-07,529,인천광역시 부평구 부평동 10-535번지,37.5062157,126.7302212
인천광역시 부평구 부평동 10-536번지,233.91,01000,단독주택,1991-08-08,362,인천광역시 부평구 부평동 10-536번지,37.5062207,126.7301013
인천광역시 부평구 부평동 10-537번지,215.67,01000,단독주택,1993-07-23,339,인천광역시 부평구 부평동 10-537번지,37.5061097,126.7300939
인천광역시 부평구 부평동 10-538번지,67.38,01000,단독주택,1977-09-07,529,인천광역시 부평구 부평동 10-538번지,37.5061054,126.7302148
인천광역시 부평구 부평동 10-539번지,206.06,01000,단독주택,2019-10-18,24,인천광역시 부평구 부평동 10-539번지,37.5059955,126.7302053
인천광역시 부평구 부평동 10-540번지,4.2,01000,단독주택,1977-09-01,529,인천광역시 부평구 부평동 10-540번지,37.5059965,126.7300862
인천광역시 부평구 부평동 10-541번지,332.62,01000,단독주택,2017-02-24,56,인천광역시 부평구 부평동 10-541번지,37.5062985,126.730557
인천광역시 부평구 부평동 10-542번지,76.72,01000,단독주택,1977-09-07,529,인천광역시 부평구 부평동 10-542번지,37.5061844,126.7305499
인천광역시 부평구 부평동 10-543번지,235.17,01000,단독주택,1990-08-10,374,인천광역시 부평구 부평동 10-543번지,37.5061907,126.7304304
인천광역시 부평구 부평동 10-544번지,237.36,01000,단독주택,1996-11-14,301,인천광역시 부평구 부평동 10-544번지,37.5060734,126.7304232
인천광역시 부평구 부평동 10-545번지,4.2,01000,단독주택,1977-09-07,529,인천광역시 부평구 부평동 10-545번지,37.5060517,126.7305134
인천광역시 부평구 부평동 10-546번지,76.72,01000,단독주택,1977-09-07,529,인천광역시 부평구 부평동 10-546번지,37.5059451,126.7305414
인천광역시 부평구 부평동 10-547번지,363.42,01000,단독주택,1993-11-09,337,인천광역시 부평구 부평동 10-547번지,37.5059406,126.7304156
인천광역시 부평구 부평동 10-548번지,339.16,01000,단독주택,1993-10-28,336,인천광역시 부평구 부평동 10-548번지,37.505827,126.7304101
인천광역시 부평구 부평동 10-549번지,67.38,01000,단독주택,1977-09-09,529,인천광역시 부평구 부평동 10-549번지,37.5058218,126.7305303
인천광역시 부평구 부평동 10-550번지,242.52,01000,단독주택,1993-06-21,340,인천광역시 부평구 부평동 10-550번지,37.5057072,126.7305253
인천광역시 부평구 부평동 10-551번지,376.66,01000,단독주택,1993-07-12,339,인천광역시 부평구 부평동 10-551번지,37.5057117,126.7304056
인천광역시 부평구 부평동 10-552번지,67.38,01000,단독주택,1977-09-07,529,인천광역시 부평구 부평동 10-552번지,37.5055959,126.7304015
인천광역시 부평구 부평동 10-553번지,63.18,01000,단독주택,1977-09-07,529,인천광역시 부평구 부평동 10-553번지,37.505592,126.7305206
인천광역시 부평구 부평동 10-554번지,347.4,03000,제1종근린생활시설,1990-11-23,373,인천광역시 부평구 부평동 10-554번지,37.50547,126.7305158
인천광역시 부평구 부평동 10-555번지,2.0,03000,제1종근린생활시설,1990-09-28,373,인천광역시 부평구 부평동 10-555번지,37.5054778,126.7304013
인천광역시 부평구 부평동 10-556번지,98.43,04000,제2종근린생활시설,1977-11-01,529,인천광역시 부평구 부평동 10-556번지,37.5062798,126.730845
인천광역시 부평구 부평동 10-557번지,4.93,01000,단독주택,1977-11-19,529,인천광역시 부평구 부평동 10-557번지,37.5061817,126.7308393
인천광역시 부평구 부평동 10-558번지,4.2,01000,단독주택,1977-09-07,529,인천광역시 부평구 부평동 10-558번지,37.5061876,126.7307181
인천광역시 부평구 부평동 10-560번지,456.46,01000,단독주택,2002-09-25,229,인천광역시 부평구 부평동 10-560번지,37.5060802,126.7308329
인천광역시 부평구 부평동 10-561번지,1455.87,04000,제2종근린생활시설,2003-08-12,218,인천광역시 부평구 부평동 10-561번지,37.5058532,126.7307723
인천광역시 부평구 부평동 10-567번지,68.11,01000,단독주택,1977-11-01,529,인천광역시 부평구 부평동 10-567번지,37.5056665,126.7306899
인천광역시 부평구 부평동 10-568번지,4.93,03000,제1종근린생활시설,1977-11-01,529,인천광역시 부평구 부평동 10-568번지,37.5056624,126.7308116
