대지위치,연면적,주용도코드,주용도코드명,사용승인일,건물노후도,address,latitude,longitude
인천광역시 부평구 산곡동 369-360번지,0.99,01000,단독주택,1979-12-17,506,인천광역시 부평구 산곡동 369-360번지,37.4925774,126.7032377
인천광역시 부평구 산곡동 369-361번지,77.92,01000,단독주택,1979-10-18,504,인천광역시 부평구 산곡동 369-361번지,37.4924843,126.7031914
인천광역시 부평구 산곡동 369-362번지,114.15,01000,단독주택,1979-12-10,506,인천광역시 부평구 산곡동 369-362번지,37.4924299,126.7032985
인천광역시 부평구 산곡동 369-363번지,0.99,01000,단독주택,1979-10-24,504,인천광역시 부평구 산곡동 369-363번지,37.4916332,126.7027499
인천광역시 부평구 산곡동 369-363번지,1.0,01000,단독주택,1984-06-18,448,인천광역시 부평구 산곡동 369-363번지,37.4916332,126.7027499
인천광역시 부평구 산곡동 369-365번지,90.43,03000,제1종근린생활시설,1999-12-22,266,인천광역시 부평구 산곡동 369-365번지,37.4914095,126.7021987
인천광역시 부평구 산곡동 369-366번지,598.42,02000,공동주택,1992-12-28,350,인천광역시 부평구 산곡동 369-366번지,37.4914018,126.7023426
인천광역시 부평구 산곡동 369-369번지,79.11,01000,단독주택,1979-12-05,506,인천광역시 부평구 산곡동 369-369번지,37.4927434,126.7033751
인천광역시 부평구 산곡동 369-373번지,180.17,01000,단독주택,1994-06-30,328,인천광역시 부평구 산곡동 369-373번지,37.4920111,126.7036871
인천광역시 부평구 산곡동 369-374번지,191.13,01000,단독주택,1991-11-16,361,인천광역시 부평구 산곡동 369-374번지,37.4922044,126.7030156
인천광역시 부평구 산곡동 369-375번지,57.39,01000,단독주택,1980-10-24,492,인천광역시 부평구 산곡동 369-375번지,37.4921574,126.7031216
인천광역시 부평구 산곡동 369-376번지,149.93,01000,단독주택,1996-01-26,309,인천광역시 부평구 산곡동 369-376번지,37.4921054,126.7032405
인천광역시 부평구 산곡동 369-378번지,386.07,04000,제2종근린생활시설,1991-05-30,365,인천광역시 부평구 산곡동 369-378번지,37.4920901,126.7029457
인천광역시 부평구 산곡동 369-379번지,198.99,01000,단독주택,1991-07-23,363,인천광역시 부평구 산곡동 369-379번지,37.4920314,126.7030751
인천광역시 부평구 산곡동 369-379번지,3.23,01000,단독주택,1980-08-23,494,인천광역시 부평구 산곡동 369-379번지,37.4920314,126.7030751
인천광역시 부평구 산곡동 369-380번지,1.32,01000,단독주택,1986-01-25,429,인천광역시 부평구 산곡동 369-380번지,37.4919101,126.7030768
인천광역시 부평구 산곡동 369-381번지,3.24,01000,단독주택,1981-01-30,489,인천광역시 부평구 산곡동 369-381번지,37.4919617,126.7029777
인천광역시 부평구 산곡동 369-382번지,236.67,01000,단독주택,1990-11-15,373,인천광역시 부평구 산곡동 369-382번지,37.4920074,126.7028766
인천광역시 부평구 산곡동 369-384번지,193.2,01000,단독주택,1993-09-04,337,인천광역시 부평구 산곡동 369-384번지,37.4917981,126.7031754
인천광역시 부평구 산곡동 369-386번지,190.8,01000,단독주택,1994-12-01,326,인천광역시 부평구 산곡동 369-386번지,37.4917312,126.7031113
인천광역시 부평구 산곡동 369-387번지,3.24,01000,단독주택,1981-01-30,489,인천광역시 부평구 산곡동 369-387번지,37.4917863,126.7030037
인천광역시 부평구 산곡동 369-388번지,3.24,01000,단독주택,1981-01-31,489,인천광역시 부평구 산곡동 369-388번지,37.4918347,126.7028972
인천광역시 부평구 산곡동 369-389번지,230.1,01000,단독주택,1990-09-17,373,인천광역시 부평구 산곡동 369-389번지,37.4918857,126.7027879
인천광역시 부평구 산곡동 369-38번지,60.12,01000,단독주택,1985-07-23,435,인천광역시 부평구 산곡동 369-38번지,37.4926071,126.7048387
인천광역시 부평구 산곡동 369-390번지,179.46,01000,단독주택,1990-10-26,372,인천광역시 부평구 산곡동 369-390번지,37.4918065,126.7027414
인천광역시 부평구 산곡동 369-391번지,73.22,01000,단독주택,1981-08-11,482,인천광역시 부평구 산곡동 369-391번지,37.4917519,126.7028478
인천광역시 부평구 산곡동 369-392번지,64.07,01000,단독주택,1980-08-20,494,인천광역시 부평구 산곡동 369-392번지,37.4917041,126.7029491
인천광역시 부평구 산곡동 369-393번지,120.24,01000,단독주택,2006-07-11,183,인천광역시 부평구 산곡동 369-393번지,37.4916613,126.7030532
인천광역시 부평구 산곡동 369-394번지,137.2,02000,공동주택,1985-01-23,441,인천광역시 부평구 산곡동 369-394번지,37.4918998,126.70329
인천광역시 부평구 산곡동 369-397번지,54.84,01000,단독주택,1979-10-24,504,인천광역시 부평구 산곡동 369-397번지,37.4925145,126.7033256
인천광역시 부평구 산곡동 369-401번지,190.06,04000,제2종근린생활시설,1983-07-27,459,인천광역시 부평구 산곡동 369-401번지,37.4914227,126.7054333
인천광역시 부평구 산곡동 369-406번지,1.16,01000,단독주택,1981-02-25,488,인천광역시 부평구 산곡동 369-406번지,37.4914923,126.7052297
인천광역시 부평구 산곡동 369-40번지,638.57,04000,제2종근린생활시설,1990-10-16,372,인천광역시 부평구 산곡동 369-40번지,37.492473,126.7047009
인천광역시 부평구 산곡동 369-411번지,185.89,04000,제2종근린생활시설,1976-12-09,542,인천광역시 부평구 산곡동 369-411번지,37.4927206,126.7028062
인천광역시 부평구 산곡동 369-413번지,524.7,02000,공동주택,2002-03-12,235,인천광역시 부평구 산곡동 369-413번지,37.4912395,126.7057131
인천광역시 부평구 산곡동 369-414번지,52.89,01000,단독주택,1977-11-21,529,인천광역시 부평구 산곡동 369-414번지,37.4932344,126.7030102
인천광역시 부평구 산곡동 369-418번지,94.11,01000,단독주택,1982-01-11,477,인천광역시 부평구 산곡동 369-418번지,37.491472,126.7056025
인천광역시 부평구 산곡동 369-420번지,113.65,01000,단독주택,1982-02-26,476,인천광역시 부평구 산곡동 369-420번지,37.4928383,126.7028855
인천광역시 부평구 산곡동 369-421번지,129.2,01000,단독주택,1984-07-31,447,인천광역시 부평구 산곡동 369-421번지,37.4920638,126.7035957
인천광역시 부평구 산곡동 369-437번지,182.06,01000,단독주택,1991-10-30,360,인천광역시 부평구 산곡동 369-437번지,37.4915589,126.7032151
인천광역시 부평구 산곡동 369-440번지,224.25,01000,단독주택,2006-10-04,180,인천광역시 부평구 산곡동 369-440번지,37.4914989,126.703333
인천광역시 부평구 산곡동 369-441번지,9.9,01000,단독주택,1983-09-05,457,인천광역시 부평구 산곡동 369-441번지,37.491557,126.7028568
인천광역시 부평구 산곡동 369-442번지,76.29,01000,단독주택,1983-09-05,457,인천광역시 부평구 산곡동 369-442번지,37.4914658,126.702821
인천광역시 부평구 산곡동 369-443번지,152.57,01000,단독주택,1983-09-05,457,인천광역시 부평구 산곡동 369-443번지,37.4914124,126.702933
인천광역시 부평구 산곡동 369-444번지,72.91,01000,단독주택,1983-09-05,457,인천광역시 부평구 산곡동 369-444번지,37.4914801,126.703011
인천광역시 부평구 산곡동 369-445번지,3.6,01000,단독주택,1983-09-05,457,인천광역시 부평구 산곡동 369-445번지,37.4914258,126.7031172
인천광역시 부평구 산곡동 369-446번지,80.45,01000,단독주택,1983-09-05,457,인천광역시 부평구 산곡동 369-446번지,37.4913438,126.7030778
인천광역시 부평구 산곡동 369-447번지,658.96,02000,공동주택,2002-06-14,232,인천광역시 부평구 산곡동 369-447번지,37.491313,126.7032288
인천광역시 부평구 산곡동 369-449번지,481.09,02000,공동주택,2001-11-26,241,인천광역시 부평구 산곡동 369-449번지,37.4912675,126.7033614
인천광역시 부평구 산곡동 369-450번지,3.6,01000,단독주택,1983-09-05,457,인천광역시 부평구 산곡동 369-450번지,37.4912421,126.7034397
인천광역시 부평구 산곡동 369-460번지,131.42,03000,제1종근린생활시설,1988-09-24,397,인천광역시 부평구 산곡동 369-460번지,37.4945173,126.7041576
인천광역시 부평구 산곡동 369-464번지,73.92,01000,단독주택,1993-10-19,336,인천광역시 부평구 산곡동 369-464번지,37.4911945,126.7048459
인천광역시 부평구 산곡동 369-465번지,298.46,03000,제1종근린생활시설,1994-10-07,324,인천광역시 부평구 산곡동 369-465번지,37.4909764,126.7049549
인천광역시 부평구 산곡동 369-470번지,141.14,01000,단독주택,1985-08-30,434,인천광역시 부평구 산곡동 369-470번지,37.4911474,126.7029665
인천광역시 부평구 산곡동 369-473번지,147.9,01000,단독주택,1986-01-27,429,인천광역시 부평구 산곡동 369-473번지,37.4911991,126.7031303
인천광역시 부평구 산곡동 369-481번지,712.59,03000,제1종근린생활시설,1985-11-09,433,인천광역시 부평구 산곡동 369-481번지,37.4907691,126.709565
인천광역시 부평구 산곡동 369-482번지,174.0,03000,제1종근린생활시설,1985-09-30,433,인천광역시 부평구 산곡동 369-482번지,37.4905165,126.7095085
인천광역시 부평구 산곡동 369-494번지,1.44,01000,단독주택,1988-11-09,397,인천광역시 부평구 산곡동 369-494번지,37.4915971,126.7045775
인천광역시 부평구 산곡동 369-495번지,222.78,01000,단독주택,1989-04-24,390,인천광역시 부평구 산곡동 369-495번지,37.4915028,126.7045309
인천광역시 부평구 산곡동 369-504번지,325.98,01000,단독주택,1990-10-10,372,인천광역시 부평구 산곡동 369-504번지,37.4916883,126.7026184
인천광역시 부평구 산곡동 369-505번지,240.96,01000,단독주택,1990-05-31,377,인천광역시 부평구 산곡동 369-505번지,37.49242,126.7039235
인천광역시 부평구 산곡동 369-507번지,238.8,01000,단독주택,1990-05-31,377,인천광역시 부평구 산곡동 369-507번지,37.4923975,126.7036866
인천광역시 부평구 산곡동 369-509번지,940.2,03000,제1종근린생활시설,1990-05-19,377,인천광역시 부평구 산곡동 369-509번지,37.4923271,126.7035687
인천광역시 부평구 산곡동 369-511번지,395.33,03000,제1종근린생활시설,2005-02-01,200,인천광역시 부평구 산곡동 369-511번지,37.492229,126.7037961
인천광역시 부평구 산곡동 369-512번지,395.55,03000,제1종근린생활시설,1990-05-16,377,인천광역시 부평구 산곡동 369-512번지,37.4921807,126.7039031
인천광역시 부평구 산곡동 369-513번지,220.66,01000,단독주택,1990-05-19,377,인천광역시 부평구 산곡동 369-513번지,37.4922808,126.7039553
인천광역시 부평구 산곡동 369-514번지,206.4,01000,단독주택,1990-04-20,378,인천광역시 부평구 산곡동 369-514번지,37.4923542,126.7040274
인천광역시 부평구 산곡동 369-516번지,206.87,01000,단독주택,1990-05-09,377,인천광역시 부평구 산곡동 369-516번지,37.4922145,126.7040974
인천광역시 부평구 산곡동 369-517번지,429.01,03000,제1종근린생활시설,1990-05-19,377,인천광역시 부평구 산곡동 369-517번지,37.4921116,126.7040481
인천광역시 부평구 산곡동 369-519번지,363.47,01000,단독주택,1994-11-08,325,인천광역시 부평구 산곡동 369-519번지,37.492292,126.7052555
인천광역시 부평구 산곡동 369-520번지,252.72,02000,공동주택,1991-06-19,364,인천광역시 부평구 산곡동 369-520번지,37.4921872,126.7052825
인천광역시 부평구 산곡동 369-521번지,252.72,02000,공동주택,1991-08-28,362,인천광역시 부평구 산곡동 369-521번지,37.4920953,126.7053186
인천광역시 부평구 산곡동 369-523번지,209.88,01000,단독주택,1990-10-29,372,인천광역시 부평구 산곡동 369-523번지,37.491045,126.7035905
인천광역시 부평구 산곡동 369-524번지,422.5,04000,제2종근린생활시설,1990-01-01,381,인천광역시 부평구 산곡동 369-524번지,37.4910518,126.7037195
인천광역시 부평구 산곡동 369-528번지,227.28,02000,공동주택,1991-06-26,364,인천광역시 부평구 산곡동 369-528번지,37.4916535,126.7059759
인천광역시 부평구 산곡동 369-529번지,221.31,02000,공동주택,1991-07-22,363,인천광역시 부평구 산곡동 369-529번지,37.4915714,126.7058867
인천광역시 부평구 산곡동 369-52번지,492.15,04000,제2종근린생활시설,1997-03-29,295,인천광역시 부평구 산곡동 369-52번지,37.4923516,126.7048056
인천광역시 부평구 산곡동 369-538번지,276.13,01000,단독주택,1992-10-05,348,인천광역시 부평구 산곡동 369-538번지,37.4910872,126.7034895
인천광역시 부평구 산곡동 369-542번지,304.14,01000,단독주택,1992-03-26,355,인천광역시 부평구 산곡동 369-542번지,37.4911092,126.7033715
인천광역시 부평구 산곡동 369-543번지,269.84,01000,단독주택,1992-05-22,353,인천광역시 부평구 산곡동 369-543번지,37.4911439,126.7032516
인천광역시 부평구 산곡동 369-544번지,215.04,01000,단독주택,1991-02-19,368,인천광역시 부평구 산곡동 369-544번지,37.4912165,126.7035176
인천광역시 부평구 산곡동 369-545번지,197.97,01000,단독주택,1992-01-22,357,인천광역시 부평구 산곡동 369-545번지,37.4920015,126.7053428
인천광역시 부평구 산곡동 369-546번지,289.44,02000,공동주택,1991-09-20,361,인천광역시 부평구 산곡동 369-546번지,37.4920015,126.7053428
인천광역시 부평구 산곡동 369-548번지,398.52,03000,제1종근린생활시설,1993-07-10,339,인천광역시 부평구 산곡동 369-548번지,37.4918699,126.7054027
인천광역시 부평구 산곡동 369-565번지,197.97,01000,단독주택,1992-01-22,357,인천광역시 부평구 산곡동 369-565번지,37.4917477,126.7036989
인천광역시 부평구 산곡동 369-566번지,197.01,01000,단독주택,1991-10-07,360,인천광역시 부평구 산곡동 369-566번지,37.4916201,126.7033243
인천광역시 부평구 산곡동 369-567번지,199.89,01000,단독주택,1991-10-30,360,인천광역시 부평구 산곡동 369-567번지,37.4915821,126.7034281
인천광역시 부평구 산곡동 369-569번지,197.96,01000,단독주택,1991-10-07,360,인천광역시 부평구 산곡동 369-569번지,37.4919517,126.7034976
인천광역시 부평구 산곡동 369-570번지,189.06,01000,단독주택,1991-10-30,360,인천광역시 부평구 산곡동 369-570번지,37.4918388,126.703426
인천광역시 부평구 산곡동 369-571번지,197.64,01000,단독주택,1991-09-10,361,인천광역시 부평구 산곡동 369-571번지,37.4917897,126.7035323
인천광역시 부평구 산곡동 369-572번지,196.47,01000,단독주택,1991-10-25,360,인천광역시 부평구 산곡동 369-572번지,37.4917073,126.7034748
인천광역시 부평구 산곡동 369-573번지,198.77,01000,단독주택,1992-03-18,355,인천광역시 부평구 산곡동 369-573번지,37.4917587,126.7033563
인천광역시 부평구 산곡동 369-575번지,189.94,01000,단독주택,1991-11-07,361,인천광역시 부평구 산곡동 369-575번지,37.4916645,126.7036338
인천광역시 부평구 산곡동 369-581번지,551.9,02000,공동주택,1992-12-28,350,인천광역시 부평구 산곡동 369-581번지,37.4915329,126.7023909
인천광역시 부평구 산곡동 369-582번지,584.4,02000,공동주택,1992-12-28,350,인천광역시 부평구 산곡동 369-582번지,37.4916187,126.7025197
인천광역시 부평구 산곡동 369-62번지,73.21,03000,제1종근린생활시설,2006-08-24,182,인천광역시 부평구 산곡동 369-62번지,37.4940871,126.704377
인천광역시 부평구 산곡동 369-641번지,596.71,02000,공동주택,1992-12-05,350,인천광역시 부평구 산곡동 369-641번지,37.4907435,126.7046601
인천광역시 부평구 산곡동 369-642번지,598.9,02000,공동주택,1992-12-05,350,인천광역시 부평구 산곡동 369-642번지,37.4908581,126.7048519
인천광역시 부평구 산곡동 369-644번지,199.69,01000,단독주택,1997-09-27,289,인천광역시 부평구 산곡동 369-644번지,37.4916145,126.7037258
인천광역시 부평구 산곡동 369-646번지,199.01,01000,단독주택,1992-05-07,353,인천광역시 부평구 산곡동 369-646번지,37.4925974,126.7038218
인천광역시 부평구 산곡동 369-648번지,198.74,01000,단독주택,1992-06-18,352,인천광역시 부평구 산곡동 369-648번지,37.4925066,126.7036255
인천광역시 부평구 산곡동 369-688번지,50.4,04000,제2종근린생활시설,1995-12-05,314,인천광역시 부평구 산곡동 369-688번지,37.4938942,126.7041283
인천광역시 부평구 산곡동 369-689번지,261.16,01000,단독주택,2018-08-03,38,인천광역시 부평구 산곡동 369-689번지,37.4937401,126.7041172
인천광역시 부평구 산곡동 369-737번지,634.76,02000,공동주택,2002-05-16,233,인천광역시 부평구 산곡동 369-737번지,37.4917774,126.705511
인천광역시 부평구 산곡동 369-73번지,127.8,04000,제2종근린생활시설,2002-07-24,231,인천광역시 부평구 산곡동 369-73번지,37.493167,126.7044746
인천광역시 부평구 산곡동 369-748번지,629.98,02000,공동주택,2002-03-26,235,인천광역시 부평구 산곡동 369-748번지,37.4912363,126.7058556
인천광역시 부평구 산곡동 369-749번지,513.88,02000,공동주택,2002-04-30,234,인천광역시 부평구 산곡동 369-749번지,37.4911883,126.7059819
인천광역시 부평구 산곡동 369-74번지,299.76,01000,단독주택,1996-12-06,302,인천광역시 부평구 산곡동 369-74번지,37.4930711,126.704462
인천광역시 부평구 산곡동 369-750번지,503.68,02000,공동주택,2002-04-30,234,인천광역시 부평구 산곡동 369-750번지,37.4914048,126.7060453
인천광역시 부평구 산곡동 369-751번지,658.77,02000,공동주택,2007-05-22,173,인천광역시 부평구 산곡동 369-751번지,37.4920656,126.7057129
인천광역시 부평구 산곡동 369-752번지,568.18,02000,공동주택,2002-11-25,229,인천광역시 부평구 산곡동 369-752번지,37.491942,126.7057583
인천광역시 부평구 산곡동 369-753번지,659.88,02000,공동주택,2003-02-10,224,인천광역시 부평구 산곡동 369-753번지,37.4918106,126.7058314
인천광역시 부평구 산곡동 369-75번지,49.44,Z3000,근린생활시설,1987-05-19,413,인천광역시 부평구 산곡동 369-75번지,37.4929108,126.7044555
인천광역시 부평구 산곡동 369-760번지,2.98,01000,단독주택,1980-03-03,499,인천광역시 부평구 산곡동 369-760번지,37.4932569,126.7037035
인천광역시 부평구 산곡동 369-76번지,97.025,04000,제2종근린생활시설,1992-12-12,350,인천광역시 부평구 산곡동 369-76번지,37.4928299,126.7044619
인천광역시 부평구 산곡동 369-80번지,88.29,01000,단독주택,2015-08-21,74,인천광역시 부평구 산곡동 369-80번지,37.4927594,126.7046796
인천광역시 부평구 산곡동 369-82번지,65.79,03000,제1종근린생활시설,2000-08-01,254,인천광역시 부평구 산곡동 369-82번지,37.492663,126.7045741
인천광역시 부평구 산곡동 369-85번지,55.45,03000,제1종근린생활시설,1985-11-09,433,인천광역시 부평구 산곡동 369-85번지,37.4934346,126.7042711
인천광역시 부평구 산곡동 369-85번지,88.81,01000,단독주택,1985-05-08,437,인천광역시 부평구 산곡동 369-85번지,37.4934346,126.7042711
인천광역시 부평구 산곡동 369-8번지,460.1,04000,제2종근린생활시설,2006-11-03,181,인천광역시 부평구 산곡동 369-8번지,37.4943494,126.703898
인천광역시 부평구 산곡동 369-90번지,24.79,01000,단독주택,1959-08-30,746,인천광역시 부평구 산곡동 369-90번지,37.492994,126.704137
인천광역시 부평구 산곡동 369-93번지,24.79,01000,단독주택,1959-05-20,749,인천광역시 부평구 산곡동 369-93번지,37.4927528,126.704098
인천광역시 부평구 산곡동 369-94번지,24.79,01000,단독주택,1959-08-30,746,인천광역시 부평구 산곡동 369-94번지,37.4927334,126.7042697
인천광역시 부평구 산곡동 369-96번지,138.18,03000,제1종근린생활시설,2003-12-18,218,인천광역시 부평구 산곡동 369-96번지,37.4926788,126.7040871
인천광역시 부평구 산곡동 369-98번지,258.72,03000,제1종근린생활시설,1993-04-02,342,인천광역시 부평구 산곡동 369-98번지,37.4925564,126.7040311
인천광역시 부평구 산곡동 370-100번지,1169.66,02000,공동주택,1979-01-17,513,인천광역시 부평구 산곡동 370-100번지,37.4888842,126.7020179
인천광역시 부평구 산곡동 370-101번지,230.28,02000,공동주택,1990-10-12,372,인천광역시 부평구 산곡동 370-101번지,37.4885111,126.701756
인천광역시 부평구 산곡동 370-108번지,519.3,04000,제2종근린생활시설,1992-09-16,349,인천광역시 부평구 산곡동 370-108번지,37.4907692,126.7035067
인천광역시 부평구 산곡동 370-110번지,173.34,01000,단독주택,1991-12-09,362,인천광역시 부평구 산곡동 370-110번지,37.4907144,126.702507
인천광역시 부평구 산곡동 370-111번지,183.42,01000,단독주택,1992-03-09,355,인천광역시 부평구 산곡동 370-111번지,37.4907381,126.7023989
인천광역시 부평구 산곡동 370-113번지,654.43,02000,공동주택,2002-06-25,232,인천광역시 부평구 산곡동 370-113번지,37.4913011,126.7037482
인천광역시 부평구 산곡동 370-115번지,83.1,01000,단독주택,1984-05-21,449,인천광역시 부평구 산곡동 370-115번지,37.4908733,126.702594
인천광역시 부평구 산곡동 370-117번지,215.84,01000,단독주택,1991-04-12,366,인천광역시 부평구 산곡동 370-117번지,37.4909019,126.7024921
인천광역시 부평구 산곡동 370-119번지,9.27,01000,단독주택,1983-07-15,459,인천광역시 부평구 산곡동 370-119번지,37.4908345,126.7026905
인천광역시 부평구 산곡동 370-11번지,33.06,03000,제1종근린생활시설,1976-10-30,540,인천광역시 부평구 산곡동 370-11번지,37.4914914,126.7039952
인천광역시 부평구 산곡동 370-120번지,185.87,01000,단독주택,1991-11-26,361,인천광역시 부평구 산곡동 370-120번지,37.4908065,126.7029423
인천광역시 부평구 산곡동 370-121번지,630.72,02000,공동주택,1983-12-15,458,인천광역시 부평구 산곡동 370-121번지,37.4892468,126.7018759
인천광역시 부평구 산곡동 370-122번지,2.0,01000,단독주택,1985-07-08,435,인천광역시 부평구 산곡동 370-122번지,37.4890088,126.7013365
인천광역시 부평구 산곡동 370-124번지,492.21,04000,제2종근린생활시설,1994-01-20,333,인천광역시 부평구 산곡동 370-124번지,37.4915872,126.7040444
인천광역시 부평구 산곡동 370-125번지,107.06,01000,단독주택,1982-08-18,470,인천광역시 부평구 산곡동 370-125번지,37.490811,126.7028181
인천광역시 부평구 산곡동 370-126번지,91.87,01000,단독주택,1984-08-11,446,인천광역시 부평구 산곡동 370-126번지,37.4913919,126.7035792
인천광역시 부평구 산곡동 370-12번지,505.18,04000,제2종근린생활시설,2000-05-20,257,인천광역시 부평구 산곡동 370-12번지,37.4917652,126.7040515
인천광역시 부평구 산곡동 370-133번지,160.8,01000,단독주택,1992-02-17,356,인천광역시 부평구 산곡동 370-133번지,37.4904181,126.7027466
인천광역시 부평구 산곡동 370-138번지,197.37,01000,단독주택,1992-11-12,349,인천광역시 부평구 산곡동 370-138번지,37.4905437,126.7037976
인천광역시 부평구 산곡동 370-139번지,131.31,01000,단독주택,1986-09-22,421,인천광역시 부평구 산곡동 370-139번지,37.4905529,126.7039697
인천광역시 부평구 산곡동 370-140번지,124.52,01000,단독주택,1984-12-09,446,인천광역시 부평구 산곡동 370-140번지,37.4904857,126.7038749
인천광역시 부평구 산곡동 370-141번지,1.0,01000,단독주택,1984-12-11,446,인천광역시 부평구 산곡동 370-141번지,37.4904535,126.703982
인천광역시 부평구 산곡동 370-142번지,96.24,01000,단독주택,2000-07-04,255,인천광역시 부평구 산곡동 370-142번지,37.49057,126.7040891
인천광역시 부평구 산곡동 370-143번지,197.1,01000,단독주택,1985-12-30,434,인천광역시 부평구 산곡동 370-143번지,37.4893746,126.7022122
인천광역시 부평구 산곡동 370-144번지,328.32,02000,공동주택,1990-12-29,374,인천광역시 부평구 산곡동 370-144번지,37.4911752,126.7018791
인천광역시 부평구 산곡동 370-146번지,164.68,02000,공동주택,1990-11-23,373,인천광역시 부평구 산곡동 370-146번지,37.4911045,126.7022059
인천광역시 부평구 산곡동 370-149번지,159.6,01000,단독주택,1985-08-31,434,인천광역시 부평구 산곡동 370-149번지,37.4910954,126.7023403
인천광역시 부평구 산곡동 370-150번지,161.64,01000,단독주택,1985-08-31,434,인천광역시 부평구 산곡동 370-150번지,37.4910901,126.7024585
인천광역시 부평구 산곡동 370-151번지,159.0,01000,단독주택,1985-08-30,434,인천광역시 부평구 산곡동 370-151번지,37.4910874,126.7025718
인천광역시 부평구 산곡동 370-152번지,158.64,01000,단독주택,1985-08-30,434,인천광역시 부평구 산곡동 370-152번지,37.4910827,126.7026838
인천광역시 부평구 산곡동 370-153번지,168.7,01000,단독주택,1985-08-31,434,인천광역시 부평구 산곡동 370-153번지,37.4910676,126.7028053
인천광역시 부평구 산곡동 370-154번지,147.84,01000,단독주택,1985-08-30,434,인천광역시 부평구 산곡동 370-154번지,37.4910517,126.7029405
인천광역시 부평구 산곡동 370-156번지,150.87,01000,단독주택,1985-09-30,433,인천광역시 부평구 산곡동 370-156번지,37.490966,126.7025773
인천광역시 부평구 산곡동 370-157번지,138.6,01000,단독주택,1985-09-30,433,인천광역시 부평구 산곡동 370-157번지,37.4909256,126.702734
인천광역시 부평구 산곡동 370-158번지,158.1,01000,단독주택,1985-08-31,434,인천광역시 부평구 산곡동 370-158번지,37.4909165,126.7028357
인천광역시 부평구 산곡동 370-159번지,143.68,01000,단독주택,1985-08-30,434,인천광역시 부평구 산곡동 370-159번지,37.4909107,126.7029435
인천광역시 부평구 산곡동 370-160번지,139.56,01000,단독주택,1985-09-30,433,인천광역시 부평구 산곡동 370-160번지,37.4911021,126.7031129
인천광역시 부평구 산곡동 370-161번지,139.0,01000,단독주택,1985-08-30,434,인천광역시 부평구 산곡동 370-161번지,37.4910105,126.7031084
인천광역시 부평구 산곡동 370-165번지,164.58,01000,단독주택,1985-07-08,435,인천광역시 부평구 산곡동 370-165번지,37.4889482,126.701424
인천광역시 부평구 산곡동 370-166번지,2.0,01000,단독주택,1985-07-08,435,인천광역시 부평구 산곡동 370-166번지,37.4888694,126.7015465
인천광역시 부평구 산곡동 370-168번지,149.28,01000,단독주택,1985-07-08,435,인천광역시 부평구 산곡동 370-168번지,37.4891126,126.7014562
인천광역시 부평구 산곡동 370-169번지,165.98,01000,단독주택,1985-07-03,435,인천광역시 부평구 산곡동 370-169번지,37.4890453,126.7015394
인천광역시 부평구 산곡동 370-16번지,377.0,03000,제1종근린생활시설,1996-11-14,301,인천광역시 부평구 산곡동 370-16번지,37.4911638,126.7041042
인천광역시 부평구 산곡동 370-170번지,165.98,01000,단독주택,1985-07-03,435,인천광역시 부평구 산곡동 370-170번지,37.488972,126.7016181
인천광역시 부평구 산곡동 370-171번지,2.0,01000,단독주택,1985-07-03,435,인천광역시 부평구 산곡동 370-171번지,37.488899,126.7016986
인천광역시 부평구 산곡동 370-173번지,146.22,01000,단독주택,1985-07-08,435,인천광역시 부평구 산곡동 370-173번지,37.489202,126.7015654
인천광역시 부평구 산곡동 370-174번지,146.85,01000,단독주택,1985-07-08,435,인천광역시 부평구 산곡동 370-174번지,37.4891334,126.7016524
인천광역시 부평구 산곡동 370-175번지,153.79,01000,단독주택,1985-07-03,435,인천광역시 부평구 산곡동 370-175번지,37.4890593,126.7017315
인천광역시 부평구 산곡동 370-176번지,153.85,01000,단독주택,1985-07-03,435,인천광역시 부평구 산곡동 370-176번지,37.4889858,126.7018128
인천광역시 부평구 산곡동 370-180번지,329.52,02000,공동주택,1990-11-23,373,인천광역시 부평구 산곡동 370-180번지,37.491065,126.7017984
인천광역시 부평구 산곡동 370-185번지,315.6,02000,공동주택,1991-02-05,368,인천광역시 부평구 산곡동 370-185번지,37.4909675,126.702198
인천광역시 부평구 산곡동 370-18번지,185.38,01000,단독주택,1993-12-30,338,인천광역시 부평구 산곡동 370-18번지,37.4908888,126.7044905
인천광역시 부평구 산곡동 370-190번지,327.36,02000,공동주택,1990-12-18,374,인천광역시 부평구 산곡동 370-190번지,37.490967,126.70161
인천광역시 부평구 산곡동 370-193번지,326.88,02000,공동주택,1990-12-18,374,인천광역시 부평구 산곡동 370-193번지,37.4908707,126.7019394
인천광역시 부평구 산곡동 370-195번지,223.08,02000,공동주택,1990-12-22,374,인천광역시 부평구 산곡동 370-195번지,37.4907874,126.7021655
인천광역시 부평구 산곡동 370-196번지,191.24,01000,단독주택,1993-07-13,339,인천광역시 부평구 산곡동 370-196번지,37.4907378,126.7022932
인천광역시 부평구 산곡동 370-198번지,214.74,01000,단독주택,1985-12-30,434,인천광역시 부평구 산곡동 370-198번지,37.4894575,126.7023117
인천광역시 부평구 산곡동 370-199번지,200.6,01000,단독주택,1985-12-14,434,인천광역시 부평구 산곡동 370-199번지,37.4893162,126.7022788
인천광역시 부평구 산곡동 370-19번지,225.45,01000,단독주택,1991-08-29,362,인천광역시 부평구 산곡동 370-19번지,37.4909213,126.7035137
