대지위치,건물명,연면적,주용도코드,주용도코드명,사용승인일,건물노후도
인천광역시 부평구 부평동 10-619번지,,351.72,03000,제1종근린생활시설,1992-09-04,321
인천광역시 부평구 부평동 10-621번지,가온팰리스,801.83,02000,공동주택,2014-08-22,63
인천광역시 부평구 부평동 10-622번지,LH행복타운 3동,199.32,01000,단독주택,2019-02-26,9
인천광역시 부평구 부평동 10-623번지,미가인플러스,307.35,01000,단독주택,2018-11-23,13
인천광역시 부평구 부평동 10-624번지,,231.04,01000,단독주택,1990-06-05,348
인천광역시 부평구 부평동 10-628번지,,53.16,01000,단독주택,1980-03-11,469
인천광역시 부평구 부평동 10-629번지,,246.48,01000,단독주택,1992-08-22,322
인천광역시 부평구 부평동 10-630번지,,185.6,01000,단독주택,1985-08-27,404
인천광역시 부평구 부평동 10-631번지,,710.56,04000,제2종근린생활시설,1990-09-15,345
인천광역시 부평구 부평동 10-633번지,,143.38,01000,단독주택,1989-08-25,357
인천광역시 부평구 부평동 10-634번지,,131.43,01000,단독주택,1980-09-02,463
인천광역시 부평구 부평동 10-636번지,대가,544.38,02000,공동주택,2013-07-09,76
인천광역시 부평구 부평동 10-638번지,,199.38,01000,단독주택,1990-06-27,347
인천광역시 부평구 부평동 10-639번지,동부맨션,393.12,02000,공동주택,2003-05-15,195
인천광역시 부평구 부평동 10-641번지,,129.82,01000,단독주택,2002-10-17,202
인천광역시 부평구 부평동 10-642번지,,245.88,01000,단독주택,1995-08-31,286
인천광역시 부평구 부평동 10-643번지,,266.785,01000,단독주택,1991-08-14,334
인천광역시 부평구 부평동 10-644번지,,1.44,01000,단독주택,1987-11-02,378
인천광역시 부평구 부평동 10-645번지,,257.88,01000,단독주택,1986-06-04,395
인천광역시 부평구 부평동 10-646번지,,237.45,01000,단독주택,1991-01-08,341
인천광역시 부평구 부평동 10-647번지,,87.6,01000,단독주택,1979-05-21,478
인천광역시 부평구 부평동 10-649번지,,135.09,01000,단독주택,1996-07-03,276
인천광역시 부평구 부평동 10-650번지,,133.16,01000,단독주택,1995-05-06,290
인천광역시 부평구 부평동 10-651번지,,196.24,01000,단독주택,1991-06-19,336
인천광역시 부평구 부평동 10-652번지,,178.92,01000,단독주택,1993-09-23,309
인천광역시 부평구 부평동 10-653번지,,286.68,04000,제2종근린생활시설,1991-05-30,336
인천광역시 부평구 부평동 10-654번지,,243.69,01000,단독주택,1997-10-01,262
인천광역시 부평구 부평동 10-655번지,,65.29,01000,단독주택,1980-03-17,468
인천광역시 부평구 부평동 10-656번지,,2.48,01000,단독주택,1979-11-19,472
인천광역시 부평구 부평동 10-657번지,,1.19,01000,단독주택,1978-12-19,483
인천광역시 부평구 부평동 10-658번지,트라움하임라이프,295.8,01000,단독주택,2017-05-24,30
인천광역시 부평구 부평동 10-659번지,풀하우스,599.01,02000,공동주택,2011-07-04,100
인천광역시 부평구 부평동 10-662번지,,400.8,03000,제1종근린생활시설,1989-08-10,358
인천광역시 부평구 부평동 10-663번지,,203.97,01000,단독주택,2017-04-03,32
인천광역시 부평구 부평동 10-664번지,,219.49,01000,단독주택,1991-02-23,339
인천광역시 부평구 부평동 10-665번지,,1.32,01000,단독주택,1989-10-02,356
인천광역시 부평구 부평동 10-667번지,,446.35,01000,단독주택,1994-03-12,304
인천광역시 부평구 부평동 10-668번지,,222.84,01000,단독주택,1989-05-15,360
인천광역시 부평구 부평동 10-66번지,다온그린빌,859.21,02000,공동주택,2013-10-25,72
인천광역시 부평구 부평동 10-671번지,,1.0,03000,제1종근린생활시설,1990-08-10,346
인천광역시 부평구 부평동 10-672번지,,285.04,01000,단독주택,1989-11-29,354
인천광역시 부평구 부평동 10-673번지,,246.84,01000,단독주택,1990-10-15,344
인천광역시 부평구 부평동 10-674번지,,233.37,01000,단독주택,1990-01-01,353
인천광역시 부평구 부평동 10-675번지,,198.66,01000,단독주택,1991-11-28,331
인천광역시 부평구 부평동 10-676번지,,2.98,01000,단독주택,1978-12-22,483
인천광역시 부평구 부평동 10-677번지,,248.04,01000,단독주택,1991-10-19,332
인천광역시 부평구 부평동 10-679번지,,441.3,01000,단독주택,1993-09-16,309
인천광역시 부평구 부평동 10-680번지,,0.99,01000,단독주택,1978-12-20,483
인천광역시 부평구 부평동 10-681번지,,233.4,01000,단독주택,1991-04-11,338
인천광역시 부평구 부평동 10-687번지,,115.05,01000,단독주택,1992-08-28,322
인천광역시 부평구 부평동 10-689번지,,53.82,01000,단독주택,2006-06-28,159
인천광역시 부평구 부평동 10-689번지,,115.28,01000,단독주택,1993-03-31,315
인천광역시 부평구 부평동 10-690번지,,239.56,01000,단독주택,1991-09-24,333
인천광역시 부평구 부평동 10-691번지,제이와이벤처파크,351.96,01000,단독주택,2019-03-06,9
인천광역시 부평구 부평동 10-692번지,,165.33,01000,단독주택,1980-08-04,464
인천광역시 부평구 부평동 10-697번지,,876.25,04000,제2종근린생활시설,1989-11-14,355
인천광역시 부평구 부평동 10-699번지,,320.4,03000,제1종근린생활시설,1989-05-31,360
인천광역시 부평구 부평동 10-701번지,,93.35,01000,단독주택,1980-08-21,463
인천광역시 부평구 부평동 10-702번지,,165.42,01000,단독주택,1995-05-06,290
인천광역시 부평구 부평동 10-708번지,,1.19,01000,단독주택,1980-08-27,463
인천광역시 부평구 부평동 10-709번지,,224.68,01000,단독주택,1997-06-26,265
인천광역시 부평구 부평동 10-710번지,,93.38,01000,단독주택,1980-07-31,464
인천광역시 부평구 부평동 10-711번지,,101.92,01000,단독주택,1980-09-08,463
인천광역시 부평구 부평동 10-716번지,,87.66,01000,단독주택,1983-12-10,424
인천광역시 부평구 부평동 10-716번지,태광빌라,329.12,02000,공동주택,1990-12-19,342
인천광역시 부평구 부평동 10-718번지,,373.61,04000,제2종근린생활시설,1989-10-21,355
인천광역시 부평구 부평동 10-719번지,,419.0,03000,제1종근린생활시설,1990-06-14,348
인천광역시 부평구 부평동 10-721번지,,474.96,04000,제2종근린생활시설,1991-08-22,334
인천광역시 부평구 부평동 10-722번지,,630.51,04000,제2종근린생활시설,1991-02-11,340
인천광역시 부평구 부평동 10-723번지,,422.72,03000,제1종근린생활시설,1988-12-12,365
인천광역시 부평구 부평동 10-725번지,,494.29,03000,제1종근린생활시설,1995-11-01,284
인천광역시 부평구 부평동 10-729번지,,483.22,03000,제1종근린생활시설,1994-10-18,296
인천광역시 부평구 부평동 10-730번지,,488.62,03000,제1종근린생활시설,1990-09-15,345
인천광역시 부평구 부평동 10-731번지,,414.72,03000,제1종근린생활시설,1989-08-10,358
인천광역시 부평구 부평동 10-732번지,,209.4,04000,제2종근린생활시설,2002-02-23,210
인천광역시 부평구 부평동 10-733번지,,247.5,01000,단독주택,1997-05-27,266
인천광역시 부평구 부평동 10-734번지,,526.8,04000,제2종근린생활시설,1992-04-10,326
인천광역시 부평구 부평동 10-746번지,,350.16,01000,단독주택,1994-04-13,303
인천광역시 부평구 부평동 10-747번지,,1.0,01000,단독주택,1984-02-01,423
인천광역시 부평구 부평동 10-748번지,,141.72,01000,단독주택,1983-12-21,424
인천광역시 부평구 부평동 10-749번지,,329.67,03000,제1종근린생활시설,1984-02-01,423
인천광역시 부평구 부평동 10-74번지,,128.0,01000,단독주택,1975-06-10,525
인천광역시 부평구 부평동 10-74번지,,2.4,01000,단독주택,1990-10-22,343
인천광역시 부평구 부평동 10-751번지,,1.0,01000,단독주택,1984-02-01,423
인천광역시 부평구 부평동 10-752번지,,1.0,01000,단독주택,1984-03-30,421
인천광역시 부평구 부평동 10-753번지,,128.91,01000,단독주택,1984-02-01,423
인천광역시 부평구 부평동 10-754번지,,131.67,01000,단독주택,1984-02-01,423
인천광역시 부평구 부평동 10-755번지,,3.24,01000,단독주택,1984-02-01,423
인천광역시 부평구 부평동 10-756번지,,146.62,01000,단독주택,1983-12-21,424
인천광역시 부평구 부평동 10-757번지,,140.59,01000,단독주택,1984-02-01,423
인천광역시 부평구 부평동 10-758번지,,157.32,01000,단독주택,1983-12-21,424
인천광역시 부평구 부평동 10-759번지,,142.29,03000,제1종근린생활시설,1984-02-01,423
인천광역시 부평구 부평동 10-75번지,,492.78,04000,제2종근린생활시설,1992-09-26,321
인천광역시 부평구 부평동 10-761번지,월파크,931.62,02000,공동주택,2014-07-30,63
인천광역시 부평구 부평동 10-764번지,헤렌파크빌,658.29,02000,공동주택,2011-12-20,94
인천광역시 부평구 부평동 10-768번지,,282.77,01000,단독주택,1994-03-08,304
인천광역시 부평구 부평동 10-773번지,,150.52,01000,단독주택,1984-10-30,414
인천광역시 부평구 부평동 10-776번지,,160.74,01000,단독주택,1984-10-13,414
인천광역시 부평구 부평동 10-780번지,준성빌딩,1400.3,04000,제2종근린생활시설,1994-12-31,294
인천광역시 부평구 부평동 10-781번지,,465.0,01000,단독주택,1985-07-08,406
인천광역시 부평구 부평동 10-782번지,,483.96,03000,제1종근린생활시설,1984-06-29,418
인천광역시 부평구 부평동 10-783번지,,437.23,04000,제2종근린생활시설,1993-06-30,312
인천광역시 부평구 부평동 10-785번지,,186.57,01000,단독주택,1984-12-01,413
인천광역시 부평구 부평동 10-786번지,,149.77,01000,단독주택,1984-07-06,418
인천광역시 부평구 부평동 10-788번지,,149.58,01000,단독주택,1984-07-28,417
인천광역시 부평구 부평동 10-790번지,,144.695,01000,단독주택,1985-02-22,410
인천광역시 부평구 부평동 10-791번지,,1.62,01000,단독주택,1984-07-13,417
인천광역시 부평구 부평동 10-795번지,,128.85,01000,단독주택,1984-08-27,416
인천광역시 부평구 부평동 10-796번지,,847.1,04000,제2종근린생활시설,1990-06-13,348
인천광역시 부평구 부평동 10-799번지,,149.84,01000,단독주택,1985-07-26,405
인천광역시 부평구 부평동 10-800번지,,153.98,01000,단독주택,1985-06-24,406
인천광역시 부평구 부평동 10-801번지,,129.15,01000,단독주택,1985-07-01,406
인천광역시 부평구 부평동 10-802번지,,139.62,01000,단독주택,1984-09-28,415
인천광역시 부평구 부평동 10-803번지,부평동주택,164.5,01000,단독주택,1984-10-05,415
인천광역시 부평구 부평동 10-805번지,,141.36,01000,단독주택,1985-07-01,406
인천광역시 부평구 부평동 10-806번지,,141.96,01000,단독주택,1984-09-28,415
인천광역시 부평구 부평동 10-807번지,,146.82,01000,단독주택,1984-09-28,415
인천광역시 부평구 부평동 10-852번지,,597.2,02000,공동주택,1996-05-01,278
인천광역시 부평구 부평동 10-861번지,,148.08,01000,단독주택,1986-08-28,392
인천광역시 부평구 부평동 10-866번지,윤산부인과의원,690.53,03000,제1종근린생활시설,1999-12-13,236
인천광역시 부평구 부평동 10-868번지,신선설농탕,429.06,04000,제2종근린생활시설,2003-12-19,188
인천광역시 부평구 부평동 10-875번지,,818.65,04000,제2종근린생활시설,1989-11-13,355
인천광역시 부평구 부평동 10-876번지,부평동한국타이어(주),328.16,04000,제2종근린생활시설,2007-10-11,144
인천광역시 부평구 부평동 10-878번지,,1096.6,04000,제2종근린생활시설,1993-06-16,312
인천광역시 부평구 부평동 10-883번지,딤채마을,114.66,03000,제1종근린생활시설,2013-10-14,73
인천광역시 부평구 부평동 10-891번지,,124.98,03000,제1종근린생활시설,2003-12-08,189
인천광역시 부평구 부평동 10-894번지,,1208.575,04000,제2종근린생활시설,1994-03-02,304
인천광역시 부평구 부평동 10-903번지,,205.53,01000,단독주택,1988-11-19,366
인천광역시 부평구 부평동 10-904번지,,206.73,01000,단독주택,1988-12-19,365
인천광역시 부평구 부평동 10-905번지,,206.73,01000,단독주택,1988-11-19,366
인천광역시 부평구 부평동 10-906번지,,209.16,01000,단독주택,1988-11-22,366
인천광역시 부평구 부평동 10-907번지,,206.73,01000,단독주택,1988-11-16,366
인천광역시 부평구 부평동 10-908번지,,228.13,01000,단독주택,1988-09-21,368
인천광역시 부평구 부평동 10-910번지,,254.13,03000,제1종근린생활시설,1988-09-20,368
인천광역시 부평구 부평동 10-911번지,,211.56,01000,단독주택,1988-12-11,365
인천광역시 부평구 부평동 10-912번지,,211.56,01000,단독주택,1989-04-10,362
인천광역시 부평구 부평동 10-913번지,,210.0,01000,단독주택,1988-10-05,368
인천광역시 부평구 부평동 10-914번지,,198.8,01000,단독주택,1988-12-19,365
인천광역시 부평구 부평동 10-915번지,,209.23,01000,단독주택,1989-01-25,364
인천광역시 부평구 부평동 10-916번지,,205.39,01000,단독주택,1988-10-31,367
인천광역시 부평구 부평동 10-917번지,,210.54,01000,단독주택,1989-01-30,364
인천광역시 부평구 부평동 10-918번지,,210.07,01000,단독주택,1988-11-16,366
인천광역시 부평구 부평동 10-919번지,,207.16,01000,단독주택,1989-02-14,363
인천광역시 부평구 부평동 10-920번지,,221.88,01000,단독주택,1988-10-05,368
인천광역시 부평구 부평동 10-921번지,,217.83,01000,단독주택,1988-10-08,367
인천광역시 부평구 부평동 10-923번지,,231.87,01000,단독주택,1988-10-24,367
인천광역시 부평구 부평동 10-924번지,,222.6,01000,단독주택,1988-09-22,368
인천광역시 부평구 부평동 10-928번지,,245.7,01000,단독주택,1988-12-02,366
인천광역시 부평구 부평동 10-930번지,,212.1,01000,단독주택,1988-09-14,368
인천광역시 부평구 부평동 10-931번지,,307.46,01000,단독주택,1989-07-31,358
인천광역시 부평구 부평동 10-934번지,,1.0,01000,단독주택,1989-07-25,358
인천광역시 부평구 부평동 10-942번지,태광빌라,659.47,02000,공동주택,2008-08-12,134
인천광역시 부평구 부평동 10-950번지,,328.32,02000,공동주택,1990-12-18,342
인천광역시 부평구 부평동 10-952번지,명신빌라,325.8,02000,공동주택,1991-02-20,340
인천광역시 부평구 부평동 10-954번지,화송빌라,325.84,02000,공동주택,1991-10-22,332
