대지위치,주용도코드명,연면적
인천광역시 부평구 십정동 182-55번지,단독주택,198.39
인천광역시 부평구 십정동 182-56번지,단독주택,17.85
인천광역시 부평구 십정동 182-66번지,단독주택,311.88
인천광역시 부평구 십정동 182-68번지,제2종근린생활시설,426.31
인천광역시 부평구 십정동 182-79번지,제2종근린생활시설,1014.3
인천광역시 부평구 십정동 182-85번지,단독주택,61.82
인천광역시 부평구 십정동 182-86번지,공동주택,449.32
인천광역시 부평구 십정동 182-87번지,제2종근린생활시설,996.64
인천광역시 부평구 십정동 182-8번지,업무시설,1849.4
인천광역시 부평구 십정동 182-92번지,업무시설,2228.46
인천광역시 부평구 십정동 182-95번지,공동주택,16066.665
인천광역시 부평구 십정동 182-95번지,제2종근린생활시설,1454.972
인천광역시 부평구 십정동 182-99번지,공동주택,440.86
인천광역시 부평구 십정동 183-16번지,단독주택,75.31
인천광역시 부평구 십정동 183-16번지,제1종근린생활시설,110.88
인천광역시 부평구 십정동 183-72번지,단독주택,34.28
인천광역시 부평구 십정동 183-83번지,단독주택,2.98
인천광역시 부평구 십정동 185-295번지,단독주택,139.82
인천광역시 부평구 십정동 185-46번지,단독주택,61.82
인천광역시 부평구 십정동 185-64번지,단독주택,40.17
인천광역시 부평구 십정동 185-64번지,제2종근린생활시설,62.64
인천광역시 부평구 십정동 185번지,단독주택,73.36
인천광역시 부평구 십정동 186-113번지,제2종근린생활시설,493.69
인천광역시 부평구 십정동 186-114번지,제1종근린생활시설,648.44
인천광역시 부평구 십정동 186-115번지,제2종근린생활시설,475.8
인천광역시 부평구 십정동 186-124번지,단독주택,2.99
인천광역시 부평구 십정동 186-126번지,제2종근린생활시설,418.63
인천광역시 부평구 십정동 186-138번지,제2종근린생활시설,414.96
인천광역시 부평구 십정동 186-151번지,단독주택,280.12
인천광역시 부평구 십정동 186-151번지,제1종근린생활시설,4.3
인천광역시 부평구 십정동 186-152번지,공동주택,574.04
인천광역시 부평구 십정동 186-152번지,단독주택,56.43
인천광역시 부평구 십정동 186-153번지,단독주택,4.3
인천광역시 부평구 십정동 186-173번지,단독주택,420.0
인천광역시 부평구 십정동 186-182번지,단독주택,373.0
인천광역시 부평구 십정동 186-204번지,제2종근린생활시설,154.17
인천광역시 부평구 십정동 186-20번지,제2종근린생활시설,493.42
인천광역시 부평구 십정동 186-216번지,단독주택,3.97
인천광역시 부평구 십정동 186-216번지,제1종근린생활시설,37.29
인천광역시 부평구 십정동 186-217번지,단독주택,83.2
인천광역시 부평구 십정동 186-21번지,단독주택,87.37
인천광역시 부평구 십정동 186-296번지,단독주택,4.18
인천광역시 부평구 십정동 186-30번지,제2종근린생활시설,304.12
인천광역시 부평구 십정동 186-31번지,제2종근린생활시설,1642.84
인천광역시 부평구 십정동 186-323번지,제1종근린생활시설,321.96
인천광역시 부평구 십정동 186-324번지,제1종근린생활시설,492.48
인천광역시 부평구 십정동 186-325번지,제1종근린생활시설,973.04
인천광역시 부평구 십정동 186-327번지,단독주택,297.54
인천광역시 부평구 십정동 186-32번지,단독주택,0.0
인천광역시 부평구 십정동 186-32번지,제2종근린생활시설,709.06
인천광역시 부평구 십정동 186-353번지,제1종근린생활시설,131.91
인천광역시 부평구 십정동 186-36번지,단독주택,81.69
인천광역시 부평구 십정동 186-383번지,제2종근린생활시설,308.388
인천광역시 부평구 십정동 186-395번지,공동주택,147.5
인천광역시 부평구 십정동 186-396번지,단독주택,448.82
인천광역시 부평구 십정동 186-397번지,제2종근린생활시설,231.0
인천광역시 부평구 십정동 186-402번지,공동주택,2.88
인천광역시 부평구 십정동 186-449번지,단독주택,131.34
인천광역시 부평구 십정동 186-462번지,공동주택,320.22
인천광역시 부평구 십정동 186-463번지,공동주택,329.84
인천광역시 부평구 십정동 186-476번지,공동주택,658.8
인천광역시 부평구 십정동 186-477번지,공동주택,658.8
인천광역시 부평구 십정동 186-479번지,제2종근린생활시설,962.6
인천광역시 부평구 십정동 186-480번지,공동주택,659.01
인천광역시 부평구 십정동 186-481번지,공동주택,658.55
인천광역시 부평구 십정동 186-484번지,제2종근린생활시설,593.0
인천광역시 부평구 십정동 186-504번지,공동주택,612.7
인천광역시 부평구 십정동 186-55번지,제1종근린생활시설,36.0
인천광역시 부평구 십정동 186-77번지,제1종근린생활시설,415.99
인천광역시 부평구 십정동 186-7번지,공동주택,4572.86
인천광역시 부평구 십정동 186-84번지,제2종근린생활시설,4641.37
인천광역시 부평구 십정동 187-10번지,단독주택,245.14
인천광역시 부평구 십정동 187-11번지,단독주택,243.67
인천광역시 부평구 십정동 187-12번지,단독주택,228.3
인천광역시 부평구 십정동 187-13번지,단독주택,215.85
인천광역시 부평구 십정동 187-14번지,단독주택,204.48
인천광역시 부평구 십정동 187-15번지,단독주택,226.71
인천광역시 부평구 십정동 187-17번지,단독주택,322.35
인천광역시 부평구 십정동 187-18번지,단독주택,247.205
인천광역시 부평구 십정동 187-19번지,단독주택,187.835
인천광역시 부평구 십정동 187-1번지,단독주택,200.3
인천광역시 부평구 십정동 187-20번지,제1종근린생활시설,385.03
인천광역시 부평구 십정동 187-22번지,공동주택,21776.354
인천광역시 부평구 십정동 187-22번지,제2종근린생활시설,47.6
인천광역시 부평구 십정동 187-315번지,단독주택,226.71
인천광역시 부평구 십정동 187-5번지,공동주택,233.88
인천광역시 부평구 십정동 187-6번지,단독주택,317.52
인천광역시 부평구 십정동 187-9번지,단독주택,211.06
인천광역시 부평구 십정동 187번지,단독주택,234.24
인천광역시 부평구 십정동 188-2번지,공동주택,1554.66
인천광역시 부평구 십정동 188-2번지,제1종근린생활시설,370.95
인천광역시 부평구 십정동 19-1번지,단독주택,71.76
인천광역시 부평구 십정동 19-3번지,단독주택,186.99
인천광역시 부평구 십정동 19-7번지,단독주택,144.69
인천광역시 부평구 십정동 191-11번지,공동주택,321.09
인천광역시 부평구 십정동 191-13번지,공동주택,304.5
인천광역시 부평구 십정동 191-14번지,공동주택,273.72
인천광역시 부평구 십정동 191-15번지,공동주택,293.0
인천광역시 부평구 십정동 191-17번지,공동주택,659.25
인천광역시 부평구 십정동 191-19번지,공동주택,639.61
인천광역시 부평구 십정동 191-9번지,공동주택,313.71
인천광역시 부평구 십정동 192번지,제1종근린생활시설,599.34
인천광역시 부평구 십정동 193-11번지,공동주택,324.0
인천광역시 부평구 십정동 193-12번지,공동주택,313.42
인천광역시 부평구 십정동 193-1번지,공동주택,324.0
인천광역시 부평구 십정동 193-5번지,공동주택,324.15
인천광역시 부평구 십정동 193-6번지,공동주택,326.68
인천광역시 부평구 십정동 193-7번지,공동주택,326.68
인천광역시 부평구 십정동 193-8번지,공동주택,326.68
인천광역시 부평구 십정동 193-9번지,제1종근린생활시설,351.32
인천광역시 부평구 십정동 195-10번지,공동주택,400.8
인천광역시 부평구 십정동 195-11번지,공동주택,385.8
인천광역시 부평구 십정동 195-2번지,제2종근린생활시설,574.08
인천광역시 부평구 십정동 195-3번지,공동주택,414.0
인천광역시 부평구 십정동 195-4번지,공동주택,422.5
인천광역시 부평구 십정동 195-5번지,공동주택,370.9
인천광역시 부평구 십정동 195-6번지,공동주택,431.03
인천광역시 부평구 십정동 195-7번지,공동주택,397.9
인천광역시 부평구 십정동 195-8번지,공동주택,370.9
인천광역시 부평구 십정동 195-9번지,공동주택,401.7
인천광역시 부평구 십정동 195번지,공동주택,421.25
인천광역시 부평구 십정동 196-2번지,공동주택,386.2
인천광역시 부평구 십정동 196-3번지,공동주택,403.8
인천광역시 부평구 십정동 196-4번지,공동주택,436.24
인천광역시 부평구 십정동 196-5번지,공동주택,419.7
인천광역시 부평구 십정동 197-29번지,단독주택,81.62
인천광역시 부평구 십정동 201-21번지,단독주택,29.5
인천광역시 부평구 십정동 202-1번지,단독주택,80.56
인천광역시 부평구 십정동 204-3번지,단독주택,60.46
인천광역시 부평구 십정동 205-1번지,제2종근린생활시설,381.87
인천광역시 부평구 십정동 207-18번지,단독주택,158.6
인천광역시 부평구 십정동 207-20번지,단독주택,100.53999999999999
인천광역시 부평구 십정동 207-21번지,단독주택,29.5
인천광역시 부평구 십정동 207-27번지,단독주택,24.49
인천광역시 부평구 십정동 207-45번지,단독주택,88.63
인천광역시 부평구 십정동 209-20번지,단독주택,68.5
인천광역시 부평구 십정동 210-7번지,제1종근린생활시설,1.2
인천광역시 부평구 십정동 210번지,단독주택,27.11
인천광역시 부평구 십정동 216-1번지,단독주택,30.49
인천광역시 부평구 십정동 216번지,공동주택,18896.24
인천광역시 부평구 십정동 219-5번지,제1종근린생활시설,132.3
인천광역시 부평구 십정동 21번지,단독주택,342.92
인천광역시 부평구 십정동 22-2번지,단독주택,72.69
인천광역시 부평구 십정동 22-4번지,단독주택,99.54
인천광역시 부평구 십정동 22-5번지,단독주택,148.22
인천광역시 부평구 십정동 221-2번지,단독주택,147.56
인천광역시 부평구 십정동 223번지,단독주택,38.35
인천광역시 부평구 십정동 230번지,제2종근린생활시설,175.93
인천광역시 부평구 십정동 236번지,제2종근린생활시설,87.88
인천광역시 부평구 십정동 239번지,제1종근린생활시설,581.16
인천광역시 부평구 십정동 24-7번지,공동주택,618.93
인천광역시 부평구 십정동 24-8번지,공동주택,386.08
인천광역시 부평구 십정동 240-1번지,제2종근린생활시설,1478.48
인천광역시 부평구 십정동 248-2번지,제1종근린생활시설,239.6
인천광역시 부평구 십정동 25-1번지,제1종근린생활시설,285.69
인천광역시 부평구 십정동 250-10번지,제1종근린생활시설,183.52
인천광역시 부평구 십정동 250-3번지,제2종근린생활시설,195.2
인천광역시 부평구 십정동 250-7번지,제2종근린생활시설,230.56
인천광역시 부평구 십정동 252-1번지,제1종근린생활시설,938.91
인천광역시 부평구 십정동 25번지,공동주택,589.86
인천광역시 부평구 십정동 267번지,제2종근린생활시설,272.2
인천광역시 부평구 십정동 26번지,제2종근린생활시설,128.88
인천광역시 부평구 십정동 275-18번지,단독주택,295.22
인천광역시 부평구 십정동 276-119번지,단독주택,53.08
인천광역시 부평구 십정동 276-3번지,단독주택,160.59
인천광역시 부평구 십정동 277-10번지,단독주택,3.27
인천광역시 부평구 십정동 277-11번지,단독주택,289.19
인천광역시 부평구 십정동 277-12번지,단독주택,230.58
인천광역시 부평구 십정동 277-13번지,단독주택,196.5
인천광역시 부평구 십정동 277-14번지,단독주택,192.37
인천광역시 부평구 십정동 277-15번지,단독주택,1.98
인천광역시 부평구 십정동 277-16번지,단독주택,198.45
인천광역시 부평구 십정동 277-17번지,단독주택,168.48
인천광역시 부평구 십정동 277-18번지,단독주택,115.83
인천광역시 부평구 십정동 277-1번지,제2종근린생활시설,209.01
인천광역시 부평구 십정동 277-20번지,단독주택,476.6
인천광역시 부평구 십정동 277-23번지,단독주택,2.88
인천광역시 부평구 십정동 277-23번지,제2종근린생활시설,146.02
인천광역시 부평구 십정동 277-24번지,단독주택,138.18
인천광역시 부평구 십정동 277-25번지,단독주택,0.99
인천광역시 부평구 십정동 277-26번지,단독주택,199.27
인천광역시 부평구 십정동 277-27번지,단독주택,199.87
인천광역시 부평구 십정동 277-28번지,공동주택,648.18
인천광역시 부평구 십정동 277-30번지,단독주택,257.01
인천광역시 부평구 십정동 277-31번지,단독주택,4.5
인천광역시 부평구 십정동 277-32번지,단독주택,211.53
인천광역시 부평구 십정동 277-33번지,단독주택,4.5
인천광역시 부평구 십정동 277-34번지,단독주택,4.5
인천광역시 부평구 십정동 277-35번지,단독주택,74.41
인천광역시 부평구 십정동 277-36번지,단독주택,1.98
인천광역시 부평구 십정동 277-37번지,단독주택,224.83
인천광역시 부평구 십정동 277-38번지,단독주택,243.15
인천광역시 부평구 십정동 277-39번지,단독주택,226.82
인천광역시 부평구 십정동 277-3번지,제1종근린생활시설,335.73
인천광역시 부평구 십정동 277-40번지,단독주택,192.585
인천광역시 부평구 십정동 277-41번지,단독주택,222.15
인천광역시 부평구 십정동 277-42번지,공동주택,659.43
인천광역시 부평구 십정동 277-45번지,단독주택,224.96
인천광역시 부평구 십정동 277-46번지,단독주택,286.44
인천광역시 부평구 십정동 277-48번지,단독주택,198.06
인천광역시 부평구 십정동 277-49번지,단독주택,2.0
인천광역시 부평구 십정동 277-4번지,근린생활시설,637.86
인천광역시 부평구 십정동 277-4번지,제2종근린생활시설,11.04
인천광역시 부평구 십정동 277-50번지,단독주택,97.55
인천광역시 부평구 십정동 277-7번지,공동주택,460.57
인천광역시 부평구 십정동 277-8번지,단독주택,84.56
인천광역시 부평구 십정동 278-10번지,단독주택,209.38
인천광역시 부평구 십정동 278-11번지,단독주택,237.63
인천광역시 부평구 십정동 278-12번지,단독주택,222.46
인천광역시 부평구 십정동 278-13번지,단독주택,207.27
인천광역시 부평구 십정동 278-14번지,공동주택,267.86
인천광역시 부평구 십정동 278-15번지,단독주택,199.62
인천광역시 부평구 십정동 278-16번지,단독주택,199.71
인천광역시 부평구 십정동 278-17번지,단독주택,127.31
인천광역시 부평구 십정동 278-18번지,단독주택,2.88
인천광역시 부평구 십정동 278-19번지,공동주택,654.31
인천광역시 부평구 십정동 278-1번지,단독주택,338.56
인천광역시 부평구 십정동 278-23번지,단독주택,282.93
인천광역시 부평구 십정동 278-24번지,단독주택,1.0
인천광역시 부평구 십정동 278-25번지,공동주택,289.4
인천광역시 부평구 십정동 278-26번지,단독주택,210.94
인천광역시 부평구 십정동 278-27번지,단독주택,197.64
인천광역시 부평구 십정동 278-28번지,공동주택,650.14
인천광역시 부평구 십정동 278-2번지,단독주택,266.52
인천광역시 부평구 십정동 278-31번지,단독주택,4.5
인천광역시 부평구 십정동 278-32번지,단독주택,199.71
인천광역시 부평구 십정동 278-33번지,단독주택,199.71
인천광역시 부평구 십정동 278-34번지,단독주택,271.57
인천광역시 부평구 십정동 278-35번지,단독주택,1.2
인천광역시 부평구 십정동 278-36번지,단독주택,199.92
인천광역시 부평구 십정동 278-37번지,단독주택,199.41
인천광역시 부평구 십정동 278-38번지,단독주택,199.49
인천광역시 부평구 십정동 278-39번지,단독주택,4.5
인천광역시 부평구 십정동 278-3번지,제2종근린생활시설,287.67
인천광역시 부평구 십정동 278-40번지,단독주택,199.77
인천광역시 부평구 십정동 278-41번지,단독주택,76.89
인천광역시 부평구 십정동 278-42번지,단독주택,196.74
인천광역시 부평구 십정동 278-44번지,단독주택,174.84
인천광역시 부평구 십정동 278-45번지,공동주택,730.02
인천광역시 부평구 십정동 278-47번지,단독주택,62.08
인천광역시 부평구 십정동 278-48번지,단독주택,1.98
인천광역시 부평구 십정동 278-49번지,단독주택,80.32
인천광역시 부평구 십정동 278-4번지,공동주택,454.72
인천광역시 부평구 십정동 278-50번지,공동주택,3.18
인천광역시 부평구 십정동 278-51번지,단독주택,0.99
인천광역시 부평구 십정동 278-52번지,단독주택,269.74
인천광역시 부평구 십정동 278-53번지,공동주택,659.47
인천광역시 부평구 십정동 278-56번지,단독주택,194.32
인천광역시 부평구 십정동 278-57번지,단독주택,1.44
인천광역시 부평구 십정동 278-58번지,근린생활시설,585.29
인천광역시 부평구 십정동 278-5번지,단독주택,584.3
인천광역시 부평구 십정동 278-63번지,공동주택,574.3
인천광역시 부평구 십정동 278-6번지,단독주택,222.26
인천광역시 부평구 십정동 278-7번지,단독주택,146.21
인천광역시 부평구 십정동 278-8번지,공동주택,554.34
인천광역시 부평구 십정동 278번지,단독주택,4.5
인천광역시 부평구 십정동 279-11번지,단독주택,296.56
인천광역시 부평구 십정동 279-12번지,단독주택,218.81
인천광역시 부평구 십정동 279-14번지,단독주택,125.42
인천광역시 부평구 십정동 279-15번지,단독주택,221.82
인천광역시 부평구 십정동 279-17번지,단독주택,227.89000000000001
인천광역시 부평구 십정동 279-19번지,단독주택,313.83
인천광역시 부평구 십정동 279-20번지,업무시설,3376.34
인천광역시 부평구 십정동 279-22번지,공동주택,313.64
인천광역시 부평구 십정동 279-23번지,제1종근린생활시설,303.69
인천광역시 부평구 십정동 279-26번지,공동주택,499.13
인천광역시 부평구 십정동 279-28번지,단독주택,213.12
인천광역시 부평구 십정동 279-2번지,제1종근린생활시설,436.165
인천광역시 부평구 십정동 279-37번지,공동주택,328.64
인천광역시 부평구 십정동 279-38번지,공동주택,267.2
인천광역시 부평구 십정동 279-39번지,제1종근린생활시설,193.61
인천광역시 부평구 십정동 279-3번지,단독주택,18.0
인천광역시 부평구 십정동 279-3번지,제1종근린생활시설,350.12
인천광역시 부평구 십정동 279-5번지,제1종근린생활시설,672.96
인천광역시 부평구 십정동 279-7번지,단독주택,253.62
인천광역시 부평구 십정동 279-8번지,제2종근린생활시설,349.16
인천광역시 부평구 십정동 279-9번지,제2종근린생활시설,489.0
인천광역시 부평구 십정동 27번지,제2종근린생활시설,69.35
인천광역시 부평구 십정동 280-11번지,제1종근린생활시설,152.26
인천광역시 부평구 십정동 280-12번지,제1종근린생활시설,2.0
인천광역시 부평구 십정동 280-12번지,제2종근린생활시설,161.44
인천광역시 부평구 십정동 280-13번지,단독주택,422.72
인천광역시 부평구 십정동 280-15번지,제2종근린생활시설,745.62
인천광역시 부평구 십정동 280-18번지,단독주택,6.55
인천광역시 부평구 십정동 280-19번지,제2종근린생활시설,116.76
인천광역시 부평구 십정동 280-1번지,단독주택,286.05
인천광역시 부평구 십정동 280-20번지,단독주택,0.99
인천광역시 부평구 십정동 280-20번지,제2종근린생활시설,119.1
인천광역시 부평구 십정동 280-21번지,제1종근린생활시설,439.53
인천광역시 부평구 십정동 280-22번지,단독주택,106.54
인천광역시 부평구 십정동 280-23번지,단독주택,162.27
인천광역시 부평구 십정동 280-24번지,단독주택,145.56
인천광역시 부평구 십정동 280-25번지,단독주택,114.96
인천광역시 부평구 십정동 280-26번지,단독주택,218.384
인천광역시 부평구 십정동 280-27번지,단독주택,196.98
인천광역시 부평구 십정동 280-2번지,단독주택,275.55
인천광역시 부평구 십정동 280-30번지,단독주택,275.55
인천광역시 부평구 십정동 280-31번지,단독주택,221.13
인천광역시 부평구 십정동 280-3번지,단독주택,382.56
인천광역시 부평구 십정동 280-4번지,단독주택,147.06
인천광역시 부평구 십정동 280-5번지,단독주택,70.25
인천광역시 부평구 십정동 280-6번지,단독주택,2.98
인천광역시 부평구 십정동 280-7번지,단독주택,154.37
인천광역시 부평구 십정동 280-8번지,단독주택,289.74
인천광역시 부평구 십정동 280-9번지,단독주택,2.4
인천광역시 부평구 십정동 281-10번지,공동주택,355.05
인천광역시 부평구 십정동 281-11번지,단독주택,1.5
인천광역시 부평구 십정동 281-12번지,단독주택,435.69
인천광역시 부평구 십정동 281-14번지,단독주택,208.67
인천광역시 부평구 십정동 281-15번지,단독주택,211.89
인천광역시 부평구 십정동 281-16번지,단독주택,1.2
인천광역시 부평구 십정동 281-18번지,단독주택,1.2
인천광역시 부평구 십정동 281-1990번지,제2종근린생활시설,320.27
인천광역시 부평구 십정동 281-19번지,단독주택,223.83
인천광역시 부평구 십정동 281-1번지,제1종근린생활시설,320.27
인천광역시 부평구 십정동 281-20번지,제2종근린생활시설,494.66
인천광역시 부평구 십정동 281-21번지,공동주택,257.61
인천광역시 부평구 십정동 281-22번지,공동주택,329.7
인천광역시 부평구 십정동 281-23번지,공동주택,329.72
인천광역시 부평구 십정동 281-2번지,공동주택,329.82
인천광역시 부평구 십정동 281-30번지,단독주택,537.18
인천광역시 부평구 십정동 281-31번지,제2종근린생활시설,487.0
인천광역시 부평구 십정동 281-3번지,공동주택,329.72
인천광역시 부평구 십정동 281-4번지,단독주택,188.42
인천광역시 부평구 십정동 281-5번지,단독주택,90.38
인천광역시 부평구 십정동 281-6번지,단독주택,183.78
인천광역시 부평구 십정동 281-7번지,단독주택,152.99
인천광역시 부평구 십정동 281-8번지,단독주택,169.8
인천광역시 부평구 십정동 282-10번지,제1종근린생활시설,1038.65
인천광역시 부평구 십정동 282-11번지,제2종근린생활시설,1108.25
인천광역시 부평구 십정동 282-12번지,단독주택,135.18
인천광역시 부평구 십정동 282-13번지,단독주택,248.22
인천광역시 부평구 십정동 282-14번지,단독주택,248.22
인천광역시 부평구 십정동 282-15번지,공동주택,328.16
인천광역시 부평구 십정동 282-16번지,제2종근린생활시설,530.25
인천광역시 부평구 십정동 282-1번지,공동주택,1024.74
인천광역시 부평구 십정동 282-3번지,단독주택,184.8
인천광역시 부평구 십정동 282-4번지,공동주택,257.04
인천광역시 부평구 십정동 282-5번지,제2종근린생활시설,159.3
인천광역시 부평구 십정동 282-6번지,제2종근린생활시설,298.88
인천광역시 부평구 십정동 282-7번지,단독주택,135.18
인천광역시 부평구 십정동 282-8번지,제2종근린생활시설,529.42
인천광역시 부평구 십정동 282-9번지,제1종근린생활시설,455.0
인천광역시 부평구 십정동 29-1번지,단독주택,141.17
인천광역시 부평구 십정동 29-3번지,단독주택,97.25
인천광역시 부평구 십정동 29-4번지,제2종근린생활시설,493.96
인천광역시 부평구 십정동 29-6번지,단독주택,178.66
인천광역시 부평구 십정동 29-7번지,제2종근린생활시설,262.64
인천광역시 부평구 십정동 291-36번지,단독주택,79.28
인천광역시 부평구 십정동 297-11번지,단독주택,267.28
인천광역시 부평구 십정동 297-12번지,단독주택,267.29
인천광역시 부평구 십정동 297-13번지,단독주택,191.0
인천광역시 부평구 십정동 297-14번지,단독주택,205.65
인천광역시 부평구 십정동 297-15번지,단독주택,197.18
인천광역시 부평구 십정동 297-16번지,단독주택,262.44
인천광역시 부평구 십정동 297-1번지,단독주택,298.91
인천광역시 부평구 십정동 297-21번지,제2종근린생활시설,144.92
인천광역시 부평구 십정동 297-22번지,제1종근린생활시설,508.87
인천광역시 부평구 십정동 297-23번지,단독주택,152.82
인천광역시 부평구 십정동 297-26번지,단독주택,1.44
인천광역시 부평구 십정동 297-29번지,공동주택,876.89
인천광역시 부평구 십정동 297-30번지,단독주택,203.82
인천광역시 부평구 십정동 297-31번지,공동주택,352.66
인천광역시 부평구 십정동 297-33번지,단독주택,230.54
인천광역시 부평구 십정동 297-34번지,단독주택,82.16
인천광역시 부평구 십정동 297-35번지,단독주택,73.16
인천광역시 부평구 십정동 297-36번지,단독주택,118.85
인천광역시 부평구 십정동 297-37번지,단독주택,246.14
인천광역시 부평구 십정동 297-38번지,공동주택,370.81
인천광역시 부평구 십정동 297-38번지,단독주택,81.01
인천광역시 부평구 십정동 297-39번지,단독주택,234.11
인천광역시 부평구 십정동 297-3번지,제2종근린생활시설,735.57
인천광역시 부평구 십정동 297-40번지,단독주택,243.88
인천광역시 부평구 십정동 297-41번지,단독주택,233.57
인천광역시 부평구 십정동 297-42번지,단독주택,82.16
인천광역시 부평구 십정동 297-43번지,단독주택,220.485
인천광역시 부평구 십정동 297-44번지,단독주택,241.83
인천광역시 부평구 십정동 297-45번지,단독주택,242.7
인천광역시 부평구 십정동 297-46번지,단독주택,238.59
인천광역시 부평구 십정동 297-47번지,단독주택,212.5
인천광역시 부평구 십정동 297-48번지,단독주택,131.64
인천광역시 부평구 십정동 297-4번지,제2종근린생활시설,453.0
인천광역시 부평구 십정동 297-50번지,단독주택,192.07
인천광역시 부평구 십정동 297-51번지,제1종근린생활시설,1397.46
인천광역시 부평구 십정동 297-54번지,단독주택,244.02
인천광역시 부평구 십정동 297-55번지,단독주택,210.819
인천광역시 부평구 십정동 297-56번지,단독주택,308.12
인천광역시 부평구 십정동 297-58번지,단독주택,1.0
인천광역시 부평구 십정동 297-59번지,단독주택,140.4
인천광역시 부평구 십정동 297-5번지,제2종근린생활시설,450.42
인천광역시 부평구 십정동 297-60번지,단독주택,122.82
인천광역시 부평구 십정동 297-62번지,단독주택,221.44
인천광역시 부평구 십정동 297-63번지,단독주택,208.02
인천광역시 부평구 십정동 297-64번지,단독주택,198.9
인천광역시 부평구 십정동 297-65번지,단독주택,212.1
인천광역시 부평구 십정동 297-66번지,단독주택,278.46
인천광역시 부평구 십정동 297-72번지,공동주택,532.09
인천광역시 부평구 십정동 297-73번지,단독주택,142.09
인천광역시 부평구 십정동 297-74번지,단독주택,298.91
인천광역시 부평구 십정동 297-75번지,단독주택,298.91
인천광역시 부평구 십정동 297-76번지,단독주택,309.4
인천광역시 부평구 십정동 297-77번지,단독주택,4.5
인천광역시 부평구 십정동 297-78번지,단독주택,164.28
인천광역시 부평구 십정동 297-79번지,단독주택,266.94
인천광역시 부평구 십정동 297-9번지,단독주택,443.25
인천광역시 부평구 십정동 299-12번지,단독주택,219.63
인천광역시 부평구 십정동 299-16번지,단독주택,203.55
인천광역시 부평구 십정동 299-17번지,단독주택,213.48
인천광역시 부평구 십정동 299-18번지,단독주택,138.72
인천광역시 부평구 십정동 299-19번지,단독주택,424.05
인천광역시 부평구 십정동 299-1번지,단독주택,259.38
인천광역시 부평구 십정동 299-20번지,제1종근린생활시설,659.07
인천광역시 부평구 십정동 299-21번지,단독주택,3.75
인천광역시 부평구 십정동 299-2번지,공동주택,595.02
인천광역시 부평구 십정동 299-5번지,단독주택,161.28
인천광역시 부평구 십정동 299-7번지,단독주택,1.65
인천광역시 부평구 십정동 299-9번지,공동주택,513.44
인천광역시 부평구 십정동 299번지,제2종근린생활시설,1349.82
인천광역시 부평구 십정동 3-1번지,단독주택,181.95
인천광역시 부평구 십정동 300-10번지,제1종근린생활시설,420.72
인천광역시 부평구 십정동 300-11번지,단독주택,207.93
인천광역시 부평구 십정동 300-12번지,단독주택,254.61
인천광역시 부평구 십정동 300-13번지,단독주택,282.42
인천광역시 부평구 십정동 300-14번지,제1종근린생활시설,474.86
인천광역시 부평구 십정동 300-17번지,단독주택,238.5
인천광역시 부평구 십정동 300-18번지,제2종근린생활시설,948.72
인천광역시 부평구 십정동 300-19번지,단독주택,199.5
인천광역시 부평구 십정동 300-1번지,단독주택,199.35
인천광역시 부평구 십정동 300-20번지,단독주택,222.33
인천광역시 부평구 십정동 300-22번지,제2종근린생활시설,650.6
인천광역시 부평구 십정동 300-24번지,제1종근린생활시설,0.79
인천광역시 부평구 십정동 300-26번지,단독주택,197.64
인천광역시 부평구 십정동 300-27번지,단독주택,204.98
인천광역시 부평구 십정동 300-28번지,제1종근린생활시설,193.24
인천광역시 부평구 십정동 300-29번지,제1종근린생활시설,494.25
인천광역시 부평구 십정동 300-2번지,공동주택,647.18
인천광역시 부평구 십정동 300-32번지,단독주택,202.42
인천광역시 부평구 십정동 300-3번지,공동주택,302.72
인천광역시 부평구 십정동 300-6번지,단독주택,288.28
인천광역시 부평구 십정동 300-7번지,제1종근린생활시설,149.55
인천광역시 부평구 십정동 300-8번지,단독주택,1.2
인천광역시 부평구 십정동 300-9번지,단독주택,250.396
인천광역시 부평구 십정동 300번지,단독주택,80.2
인천광역시 부평구 십정동 301-11번지,단독주택,588.48
인천광역시 부평구 십정동 301-12번지,단독주택,153.82
인천광역시 부평구 십정동 301-14번지,단독주택,163.92
인천광역시 부평구 십정동 301-15번지,제1종근린생활시설,279.15
인천광역시 부평구 십정동 301-1번지,제1종근린생활시설,1009.18
인천광역시 부평구 십정동 301-2번지,제1종근린생활시설,214.78
인천광역시 부평구 십정동 301-3번지,제1종근린생활시설,297.82
인천광역시 부평구 십정동 301-4번지,단독주택,158.8
인천광역시 부평구 십정동 301-5번지,단독주택,132.6
인천광역시 부평구 십정동 301-7번지,단독주택,493.98
인천광역시 부평구 십정동 301-8번지,공동주택,657.74
인천광역시 부평구 십정동 301-9번지,단독주택,3.0
인천광역시 부평구 십정동 301번지,제2종근린생활시설,454.91
인천광역시 부평구 십정동 302-10번지,공동주택,523.78
인천광역시 부평구 십정동 302-11번지,단독주택,1.0
인천광역시 부평구 십정동 302-12번지,단독주택,111.93
인천광역시 부평구 십정동 302-14번지,단독주택,269.08
인천광역시 부평구 십정동 302-15번지,단독주택,362.04
인천광역시 부평구 십정동 302-16번지,단독주택,2.88
인천광역시 부평구 십정동 302-18번지,단독주택,381.32
인천광역시 부평구 십정동 302-19번지,공동주택,804.24
