,BAS_ID,IntHH_RI,IntHH_R2_RI,IntHH_R3_RI,IntHH_R5_RI,IntTekl_RI,IntTekl_R2_RI,IntTekl_R3_RI,IntTekl_R5_RI
94,21394,214.72829652371067,2965.3198736575214,2306.138674412756,1799.3436667599842,1201.70872255934,1338.7363431142837,1161.551700828548,1127.0988064906712
95,21395,282.55698952295467,3460.382299506714,2822.7296250398767,2245.8295187981726,1636.8142346821967,1678.209284600401,1512.4653011894743,1482.9768057926035
96,21396,233.3695523429037,3402.3534261712007,2621.33017726307,2011.7731341565218,1294.7187365775917,1409.0065284087714,1262.510633081266,1224.5308774938167
97,21397,799.6475766590615,12275.472739416988,9430.32414963779,7351.262346169274,4608.337712779973,5140.443062048457,4540.622419831721,4412.632810633925
98,21398,382.36809941071033,5144.625225744937,4062.89083900294,3158.782391908823,2289.8538757883666,2280.55483878844,2118.230675118794,2070.767040871537
99,21399,254.80901077176307,3242.4675165859985,2561.787904983583,2015.4099154862697,1459.9740953385783,1478.738714664612,1338.708583259707,1317.3025526562403
100,21400,520.8754740314499,7670.7097788358205,5971.153294175993,4665.859189961649,3043.313449922934,3365.0353430130135,2961.061133879398,2879.2337858105197
101,21401,479.3910752065832,3981.6972806762456,3121.325222560415,2461.3101237526266,1668.4051349183892,1394.0083380803162,1553.2655515068209,1544.1415430251252
102,21402,135.63615502923358,1737.641241998709,1380.0114449840132,1089.2713556845242,810.6142153890634,875.6284283181543,749.9125737211044,729.9351309155495
103,21403,117.26932830544443,1282.1147503463965,1056.9688510773956,843.6290559147079,687.9707138622726,554.2787529716927,579.8386538702641,587.1464334978768
104,21404,364.54035751388636,4603.093999870198,3652.322000722472,2853.9693770065333,2163.835107293606,2069.824583132376,1950.7996891889895,1922.4584434123265
105,21405,691.8685264322112,9564.143815039428,7541.480184029448,5931.405464079457,4416.390975859001,4489.638849329992,4047.108002989008,3971.250506145094
106,21406,213.06798114580204,3245.8708712750285,2491.7575575064584,1932.2259862569504,1319.3705240325587,1389.2162713604093,1260.3458695047445,1227.6063415777103
107,21407,240.91182759360024,3433.249508298972,2681.459577490487,2086.6494392931327,1502.7941243590815,1599.6335404696085,1411.4053741025723,1373.011186415225
108,21408,607.1353419826903,8371.712710431586,6533.5883067142495,5098.087687242741,3537.031760651607,3607.941989266323,3310.3640317805366,3238.4953748335543
109,21409,377.01818168007634,5084.225467842861,4030.829300466876,3175.1475664999807,2395.961688537813,2407.2794775383663,2176.817394713476,2141.3756094508967
110,21410,169.99480649423506,2619.182207953988,2080.61786789636,1638.6327472172072,1198.5211512829828,1198.4235556353105,1097.8003903920535,1084.174742512807
111,21411,137.6338801465438,1976.1643464832305,1537.8109834616894,1194.3554245062162,962.2000707555663,1021.3985456431944,861.7082995457231,836.3104430876919
112,21412,409.24433536453864,6542.938545691745,5173.960919244471,4068.099417556003,3007.279325465751,2889.651844418385,2741.162138767784,2719.1226859088288
113,21413,195.888056062549,3151.913752548277,2429.9223360231967,1864.7642220948467,1312.1741698910485,1426.9751077755943,1251.9926393445196,1205.8065287852917
114,21414,265.502274376978,3794.0400628184943,2990.829541742879,2340.8977066401826,1811.8126976797803,1909.770089357689,1653.0980358623049,1612.6681146426806
115,21415,401.8755210067813,6260.399244825371,4818.41593449967,3714.4562995384053,2531.637120114222,2834.452105946874,2447.3802269603625,2361.291143510964
116,21416,335.866908342868,5157.318326110911,4086.776977089359,3187.190644320117,2411.2447781841825,2290.2496137435683,2180.774947734359,2148.324947640342
117,21417,122.3435142857344,2085.6866580320843,1677.230749270593,1320.3789186949782,1172.257257682957,944.1447128227414,961.0265215515788,967.5679057280731
